,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw
2005-10-14,135.00,134.00,132.00,132.00,130.00,128.00,125.00,123.00,123.00,117.00
2005-10-21,134.00,132.00,132.00,130.00,128.00,125.00,123.00,123.00,117.00,114.00
2005-10-28,132.00,132.00,130.00,128.00,125.00,123.00,123.00,117.00,114.00,114.00
2005-11-04,132.00,130.00,128.00,125.00,123.00,123.00,117.00,114.00,114.00,115.00
2005-11-11,130.00,128.00,125.00,123.00,123.00,117.00,114.00,114.00,115.00,113.00
2005-11-18,128.00,125.00,123.00,123.00,117.00,114.00,114.00,115.00,113.00,113.00
2005-11-25,125.00,123.00,123.00,117.00,114.00,114.00,115.00,113.00,113.00,112.00
2005-12-02,123.00,123.00,117.00,114.00,114.00,115.00,113.00,113.00,112.00,111.00
2005-12-09,123.00,117.00,114.00,114.00,115.00,113.00,113.00,112.00,111.00,111.00
2005-12-16,117.00,114.00,114.00,115.00,113.00,113.00,112.00,111.00,111.00,110.00
2005-12-23,114.00,114.00,115.00,113.00,113.00,112.00,111.00,111.00,110.00,110.00
2005-12-30,114.00,115.00,113.00,113.00,112.00,111.00,111.00,110.00,110.00,109.00
2006-01-06,115.00,113.00,113.00,112.00,111.00,111.00,110.00,110.00,109.00,109.00
2006-01-13,113.00,113.00,112.00,111.00,111.00,110.00,110.00,109.00,109.00,109.00
2006-01-20,113.00,112.00,111.00,111.00,110.00,110.00,109.00,109.00,109.00,109.00
2006-01-27,112.00,111.00,111.00,110.00,110.00,109.00,109.00,109.00,109.00,110.00
2006-02-03,111.00,111.00,110.00,110.00,109.00,109.00,109.00,109.00,110.00,110.00
2006-02-10,111.00,110.00,110.00,109.00,109.00,109.00,109.00,110.00,110.00,111.00
2006-02-17,110.00,110.00,109.00,109.00,109.00,109.00,110.00,110.00,111.00,113.00
2006-02-24,110.00,109.00,109.00,109.00,109.00,110.00,110.00,111.00,113.00,114.00
2006-03-03,109.00,109.00,109.00,109.00,110.00,110.00,111.00,113.00,114.00,118.00
2006-03-10,109.00,109.00,109.00,110.00,110.00,111.00,113.00,114.00,118.00,122.00
2006-03-17,109.00,109.00,110.00,110.00,111.00,113.00,114.00,118.00,122.00,122.00
2006-03-24,109.00,110.00,110.00,111.00,113.00,114.00,118.00,122.00,122.00,122.00
2006-03-31,110.00,110.00,111.00,113.00,114.00,118.00,122.00,122.00,122.00,123.00
2006-04-07,110.00,111.00,113.00,114.00,118.00,122.00,122.00,122.00,123.00,126.00
2006-04-14,111.00,113.00,114.00,118.00,122.00,122.00,122.00,123.00,126.00,126.00
2006-04-21,113.00,114.00,118.00,122.00,122.00,122.00,123.00,126.00,126.00,126.00
2006-04-28,114.00,118.00,122.00,122.00,122.00,123.00,126.00,126.00,126.00,126.00
2006-05-05,118.00,122.00,122.00,122.00,123.00,126.00,126.00,126.00,126.00,126.00
2006-05-12,122.00,122.00,122.00,123.00,126.00,126.00,126.00,126.00,126.00,129.00
2006-05-19,122.00,122.00,123.00,126.00,126.00,126.00,126.00,126.00,129.00,131.00
2006-05-26,122.00,123.00,126.00,126.00,126.00,126.00,126.00,129.00,131.00,134.00
2006-06-02,123.00,126.00,126.00,126.00,126.00,126.00,129.00,131.00,134.00,140.00
2006-06-09,126.00,126.00,126.00,126.00,126.00,129.00,131.00,134.00,140.00,143.00
2006-06-16,126.00,126.00,126.00,126.00,129.00,131.00,134.00,140.00,143.00,142.00
2006-06-23,126.00,126.00,126.00,129.00,131.00,134.00,140.00,143.00,142.00,140.00
2006-06-30,126.00,126.00,129.00,131.00,134.00,140.00,143.00,142.00,140.00,136.00
2006-07-07,126.00,129.00,131.00,134.00,140.00,143.00,142.00,140.00,136.00,131.00
2006-07-14,129.00,131.00,134.00,140.00,143.00,142.00,140.00,136.00,131.00,126.00
2006-07-21,131.00,134.00,140.00,143.00,142.00,140.00,136.00,131.00,126.00,123.00
2006-07-28,134.00,140.00,143.00,142.00,140.00,136.00,131.00,126.00,123.00,122.00
2006-08-04,140.00,143.00,142.00,140.00,136.00,131.00,126.00,123.00,122.00,123.00
2006-08-11,143.00,142.00,140.00,136.00,131.00,126.00,123.00,122.00,123.00,124.00
2006-08-18,142.00,140.00,136.00,131.00,126.00,123.00,122.00,123.00,124.00,123.00
2006-08-25,140.00,136.00,131.00,126.00,123.00,122.00,123.00,124.00,123.00,124.00
2006-09-01,136.00,131.00,126.00,123.00,122.00,123.00,124.00,123.00,124.00,125.00
2006-09-08,131.00,126.00,123.00,122.00,123.00,124.00,123.00,124.00,125.00,126.00
2006-09-15,126.00,123.00,122.00,123.00,124.00,123.00,124.00,125.00,126.00,126.00
2006-09-22,123.00,122.00,123.00,124.00,123.00,124.00,125.00,126.00,126.00,126.00
2006-09-29,122.00,123.00,124.00,123.00,124.00,125.00,126.00,126.00,126.00,126.00
2006-10-06,123.00,124.00,123.00,124.00,125.00,126.00,126.00,126.00,126.00,126.00
2006-10-13,124.00,123.00,124.00,125.00,126.00,126.00,126.00,126.00,126.00,126.00
2006-10-20,123.00,124.00,125.00,126.00,126.00,126.00,126.00,126.00,126.00,125.00
2006-10-27,124.00,125.00,126.00,126.00,126.00,126.00,126.00,126.00,125.00,124.00
2006-11-03,125.00,126.00,126.00,126.00,126.00,126.00,126.00,125.00,124.00,124.00
2006-11-10,126.00,126.00,126.00,126.00,126.00,126.00,125.00,124.00,124.00,124.00
2006-11-17,126.00,126.00,126.00,126.00,126.00,125.00,124.00,124.00,124.00,124.00
2006-11-24,126.00,126.00,126.00,126.00,125.00,124.00,124.00,124.00,124.00,123.00
2006-12-01,126.00,126.00,126.00,125.00,124.00,124.00,124.00,124.00,123.00,124.00
2006-12-08,126.00,126.00,125.00,124.00,124.00,124.00,124.00,123.00,124.00,124.00
2006-12-15,126.00,125.00,124.00,124.00,124.00,124.00,123.00,124.00,124.00,124.00
2006-12-22,125.00,124.00,124.00,124.00,124.00,123.00,124.00,124.00,124.00,124.00
2006-12-29,124.00,124.00,124.00,124.00,123.00,124.00,124.00,124.00,124.00,126.00
2007-01-05,124.00,124.00,124.00,123.00,124.00,124.00,124.00,124.00,126.00,127.00
2007-01-12,124.00,124.00,123.00,124.00,124.00,124.00,124.00,126.00,127.00,130.00
2007-01-19,124.00,123.00,124.00,124.00,124.00,124.00,126.00,127.00,130.00,130.00
2007-01-26,123.00,124.00,124.00,124.00,124.00,126.00,127.00,130.00,130.00,131.00
2007-02-02,124.00,124.00,124.00,124.00,126.00,127.00,130.00,130.00,131.00,132.00
2007-02-09,124.00,124.00,124.00,126.00,127.00,130.00,130.00,131.00,132.00,133.00
2007-02-16,124.00,124.00,126.00,127.00,130.00,130.00,131.00,132.00,133.00,133.00
2007-02-23,124.00,126.00,127.00,130.00,130.00,131.00,132.00,133.00,133.00,133.00
2007-03-02,126.00,127.00,130.00,130.00,131.00,132.00,133.00,133.00,133.00,134.00
2007-03-09,127.00,130.00,130.00,131.00,132.00,133.00,133.00,133.00,134.00,134.00
2007-03-16,130.00,130.00,131.00,132.00,133.00,133.00,133.00,134.00,134.00,134.00
2007-03-23,130.00,131.00,132.00,133.00,133.00,133.00,134.00,134.00,134.00,133.00
2007-03-30,131.00,132.00,133.00,133.00,133.00,134.00,134.00,134.00,133.00,133.30
2007-04-06,132.00,133.00,133.00,133.00,134.00,134.00,134.00,133.00,133.30,133.60
2007-04-13,133.00,133.00,133.00,134.00,134.00,134.00,133.00,133.30,133.60,134.20
2007-04-20,133.00,133.00,134.00,134.00,134.00,133.00,133.30,133.60,134.20,135.80
2007-04-27,133.00,134.00,134.00,134.00,133.00,133.30,133.60,134.20,135.80,138.10
2007-05-04,134.00,134.00,134.00,133.00,133.30,133.60,134.20,135.80,138.10,140.20
2007-05-11,134.00,134.00,133.00,133.30,133.60,134.20,135.80,138.10,140.20,143.80
2007-05-18,134.00,133.00,133.30,133.60,134.20,135.80,138.10,140.20,143.80,144.90
2007-05-25,133.00,133.30,133.60,134.20,135.80,138.10,140.20,143.80,144.90,141.30
2007-06-01,133.30,133.60,134.20,135.80,138.10,140.20,143.80,144.90,141.30,140.20
2007-06-08,133.60,134.20,135.80,138.10,140.20,143.80,144.90,141.30,140.20,137.60
2007-06-15,134.20,135.80,138.10,140.20,143.80,144.90,141.30,140.20,137.60,136.30
2007-06-22,135.80,138.10,140.20,143.80,144.90,141.30,140.20,137.60,136.30,137.50
2007-06-29,138.10,140.20,143.80,144.90,141.30,140.20,137.60,136.30,137.50,137.60
2007-07-06,140.20,143.80,144.90,141.30,140.20,137.60,136.30,137.50,137.60,137.20
2007-07-13,143.80,144.90,141.30,140.20,137.60,136.30,137.50,137.60,137.20,137.50
2007-07-20,144.90,141.30,140.20,137.60,136.30,137.50,137.60,137.20,137.50,138.00
2007-07-27,141.30,140.20,137.60,136.30,137.50,137.60,137.20,137.50,138.00,140.30
2007-08-03,140.20,137.60,136.30,137.50,137.60,137.20,137.50,138.00,140.30,142.70
2007-08-10,137.60,136.30,137.50,137.60,137.20,137.50,138.00,140.30,142.70,143.20
2007-08-17,136.30,137.50,137.60,137.20,137.50,138.00,140.30,142.70,143.20,144.90
2007-08-24,137.50,137.60,137.20,137.50,138.00,140.30,142.70,143.20,144.90,147.90
2007-08-31,137.60,137.20,137.50,138.00,140.30,142.70,143.20,144.90,147.90,150.60
2007-09-07,137.20,137.50,138.00,140.30,142.70,143.20,144.90,147.90,150.60,153.80
2007-09-14,137.50,138.00,140.30,142.70,143.20,144.90,147.90,150.60,153.80,154.10
2007-09-21,138.00,140.30,142.70,143.20,144.90,147.90,150.60,153.80,154.10,152.50
2007-09-28,140.30,142.70,143.20,144.90,147.90,150.60,153.80,154.10,152.50,151.90
2007-10-05,142.70,143.20,144.90,147.90,150.60,153.80,154.10,152.50,151.90,151.80
2007-10-12,143.20,144.90,147.90,150.60,153.80,154.10,152.50,151.90,151.80,153.20
2007-10-19,144.90,147.90,150.60,153.80,154.10,152.50,151.90,151.80,153.20,153.20
2007-10-26,147.90,150.60,153.80,154.10,152.50,151.90,151.80,153.20,153.20,153.90
2007-11-02,150.60,153.80,154.10,152.50,151.90,151.80,153.20,153.20,153.90,154.40
2007-11-09,153.80,154.10,152.50,151.90,151.80,153.20,153.20,153.90,154.40,155.80
2007-11-16,154.10,152.50,151.90,151.80,153.20,153.20,153.90,154.40,155.80,159.60
2007-11-23,152.50,151.90,151.80,153.20,153.20,153.90,154.40,155.80,159.60,160.80
2007-11-30,151.90,151.80,153.20,153.20,153.90,154.40,155.80,159.60,160.80,166.30
2007-12-07,151.80,153.20,153.20,153.90,154.40,155.80,159.60,160.80,166.30,172.70
2007-12-14,153.20,153.20,153.90,154.40,155.80,159.60,160.80,166.30,172.70,172.50
2007-12-21,153.20,153.90,154.40,155.80,159.60,160.80,166.30,172.70,172.50,170.20
2007-12-28,153.90,154.40,155.80,159.60,160.80,166.30,172.70,172.50,170.20,168.90
2008-01-04,154.40,155.80,159.60,160.80,166.30,172.70,172.50,170.20,168.90,170.20
2008-01-11,155.80,159.60,160.80,166.30,172.70,172.50,170.20,168.90,170.20,170.70
2008-01-18,159.60,160.80,166.30,172.70,172.50,170.20,168.90,170.20,170.70,170.10
2008-01-25,160.80,166.30,172.70,172.50,170.20,168.90,170.20,170.70,170.10,169.90
2008-02-01,166.30,172.70,172.50,170.20,168.90,170.20,170.70,170.10,169.90,170.70
2008-02-08,172.70,172.50,170.20,168.90,170.20,170.70,170.10,169.90,170.70,170.50
2008-02-15,172.50,170.20,168.90,170.20,170.70,170.10,169.90,170.70,170.50,172.80
2008-02-22,170.20,168.90,170.20,170.70,170.10,169.90,170.70,170.50,172.80,184.20
2008-02-29,168.90,170.20,170.70,170.10,169.90,170.70,170.50,172.80,184.20,189.70
2008-03-07,170.20,170.70,170.10,169.90,170.70,170.50,172.80,184.20,189.70,193.70
2008-03-14,170.70,170.10,169.90,170.70,170.50,172.80,184.20,189.70,193.70,193.10
2008-03-21,170.10,169.90,170.70,170.50,172.80,184.20,189.70,193.70,193.10,192.60
2008-03-28,169.90,170.70,170.50,172.80,184.20,189.70,193.70,193.10,192.60,193.70
2008-04-04,170.70,170.50,172.80,184.20,189.70,193.70,193.10,192.60,193.70,195.70
2008-04-11,170.50,172.80,184.20,189.70,193.70,193.10,192.60,193.70,195.70,197.60
2008-04-18,172.80,184.20,189.70,193.70,193.10,192.60,193.70,195.70,197.60,199.00
2008-04-25,184.20,189.70,193.70,193.10,192.60,193.70,195.70,197.60,199.00,203.90
2008-05-02,189.70,193.70,193.10,192.60,193.70,195.70,197.60,199.00,203.90,207.60
2008-05-09,193.70,193.10,192.60,193.70,195.70,197.60,199.00,203.90,207.60,214.70
2008-05-16,193.10,192.60,193.70,195.70,197.60,199.00,203.90,207.60,214.70,216.70
2008-05-23,192.60,193.70,195.70,197.60,199.00,203.90,207.60,214.70,216.70,214.70
2008-05-30,193.70,195.70,197.60,199.00,203.90,207.60,214.70,216.70,214.70,217.40
2008-06-06,195.70,197.60,199.00,203.90,207.60,214.70,216.70,214.70,217.40,219.90
2008-06-13,197.60,199.00,203.90,207.60,214.70,216.70,214.70,217.40,219.90,219.50
2008-06-20,199.00,203.90,207.60,214.70,216.70,214.70,217.40,219.90,219.50,215.30
2008-06-27,203.90,207.60,214.70,216.70,214.70,217.40,219.90,219.50,215.30,215.50
2008-07-04,207.60,214.70,216.70,214.70,217.40,219.90,219.50,215.30,215.50,216.00
2008-07-11,214.70,216.70,214.70,217.40,219.90,219.50,215.30,215.50,216.00,215.90
2008-07-18,216.70,214.70,217.40,219.90,219.50,215.30,215.50,216.00,215.90,215.40
2008-07-25,214.70,217.40,219.90,219.50,215.30,215.50,216.00,215.90,215.40,213.70
2008-08-01,217.40,219.90,219.50,215.30,215.50,216.00,215.90,215.40,213.70,211.80
2008-08-08,219.90,219.50,215.30,215.50,216.00,215.90,215.40,213.70,211.80,209.00
2008-08-15,219.50,215.30,215.50,216.00,215.90,215.40,213.70,211.80,209.00,204.60
2008-08-22,215.30,215.50,216.00,215.90,215.40,213.70,211.80,209.00,204.60,196.90
2008-08-29,215.50,216.00,215.90,215.40,213.70,211.80,209.00,204.60,196.90,192.50
2008-09-05,216.00,215.90,215.40,213.70,211.80,209.00,204.60,196.90,192.50,195.10
2008-09-12,215.90,215.40,213.70,211.80,209.00,204.60,196.90,192.50,195.10,189.80
2008-09-19,215.40,213.70,211.80,209.00,204.60,196.90,192.50,195.10,189.80,185.30
2008-09-26,213.70,211.80,209.00,204.60,196.90,192.50,195.10,189.80,185.30,177.20
2008-10-03,211.80,209.00,204.60,196.90,192.50,195.10,189.80,185.30,177.20,174.90
2008-10-10,209.00,204.60,196.90,192.50,195.10,189.80,185.30,177.20,174.90,153.50
2008-10-17,204.60,196.90,192.50,195.10,189.80,185.30,177.20,174.90,153.50,133.40
2008-10-24,196.90,192.50,195.10,189.80,185.30,177.20,174.90,153.50,133.40,133.40
2008-10-31,192.50,195.10,189.80,185.30,177.20,174.90,153.50,133.40,133.40,135.90
2008-11-07,195.10,189.80,185.30,177.20,174.90,153.50,133.40,133.40,135.90,131.00
2008-11-14,189.80,185.30,177.20,174.90,153.50,133.40,133.40,135.90,131.00,127.70
2008-11-21,185.30,177.20,174.90,153.50,133.40,133.40,135.90,131.00,127.70,130.40
2008-11-28,177.20,174.90,153.50,133.40,133.40,135.90,131.00,127.70,130.40,130.80
2008-12-05,174.90,153.50,133.40,133.40,135.90,131.00,127.70,130.40,130.80,134.00
2008-12-12,153.50,133.40,133.40,135.90,131.00,127.70,130.40,130.80,134.00,133.70
2008-12-19,133.40,133.40,135.90,131.00,127.70,130.40,130.80,134.00,133.70,133.70
2008-12-26,133.40,135.90,131.00,127.70,130.40,130.80,134.00,133.70,133.70,134.40
2009-01-02,135.90,131.00,127.70,130.40,130.80,134.00,133.70,133.70,134.40,136.50
2009-01-09,131.00,127.70,130.40,130.80,134.00,133.70,133.70,134.40,136.50,139.80
2009-01-16,127.70,130.40,130.80,134.00,133.70,133.70,134.40,136.50,139.80,140.10
2009-01-23,130.40,130.80,134.00,133.70,133.70,134.40,136.50,139.80,140.10,140.90
2009-01-30,130.80,134.00,133.70,133.70,134.40,136.50,139.80,140.10,140.90,140.90
2009-02-06,134.00,133.70,133.70,134.40,136.50,139.80,140.10,140.90,140.90,145.70
2009-02-13,133.70,133.70,134.40,136.50,139.80,140.10,140.90,140.90,145.70,141.00
2009-02-20,133.70,134.40,136.50,139.80,140.10,140.90,140.90,145.70,141.00,132.10
2009-02-27,134.40,136.50,139.80,140.10,140.90,140.90,145.70,141.00,132.10,129.90
2009-03-06,136.50,139.80,140.10,140.90,140.90,145.70,141.00,132.10,129.90,125.60
2009-03-13,139.80,140.10,140.90,140.90,145.70,141.00,132.10,129.90,125.60,124.30
2009-03-20,140.10,140.90,140.90,145.70,141.00,132.10,129.90,125.60,124.30,123.40
2009-03-27,140.90,140.90,145.70,141.00,132.10,129.90,125.60,124.30,123.40,123.90
2009-04-03,140.90,145.70,141.00,132.10,129.90,125.60,124.30,123.40,123.90,122.20
2009-04-10,145.70,141.00,132.10,129.90,125.60,124.30,123.40,123.90,122.20,121.30
2009-04-17,141.00,132.10,129.90,125.60,124.30,123.40,123.90,122.20,121.30,123.20
2009-04-24,132.10,129.90,125.60,124.30,123.40,123.90,122.20,121.30,123.20,122.60
2009-05-01,129.90,125.60,124.30,123.40,123.90,122.20,121.30,123.20,122.60,124.40
2009-05-08,125.60,124.30,123.40,123.90,122.20,121.30,123.20,122.60,124.40,125.70
2009-05-15,124.30,123.40,123.90,122.20,121.30,123.20,122.60,124.40,125.70,128.70
2009-05-22,123.40,123.90,122.20,121.30,123.20,122.60,124.40,125.70,128.70,129.50
2009-05-29,123.90,122.20,121.30,123.20,122.60,124.40,125.70,128.70,129.50,129.60
2009-06-05,122.20,121.30,123.20,122.60,124.40,125.70,128.70,129.50,129.60,131.80
2009-06-12,121.30,123.20,122.60,124.40,125.70,128.70,129.50,129.60,131.80,132.10
2009-06-19,123.20,122.60,124.40,125.70,128.70,129.50,129.60,131.80,132.10,134.80
2009-06-26,122.60,124.40,125.70,128.70,129.50,129.60,131.80,132.10,134.80,139.10
2009-07-03,124.40,125.70,128.70,129.50,129.60,131.80,132.10,134.80,139.10,138.90
2009-07-10,125.70,128.70,129.50,129.60,131.80,132.10,134.80,139.10,138.90,140.60
2009-07-17,128.70,129.50,129.60,131.80,132.10,134.80,139.10,138.90,140.60,144.60
2009-07-24,129.50,129.60,131.80,132.10,134.80,139.10,138.90,140.60,144.60,147.00
2009-07-31,129.60,131.80,132.10,134.80,139.10,138.90,140.60,144.60,147.00,155.40
2009-08-07,131.80,132.10,134.80,139.10,138.90,140.60,144.60,147.00,155.40,165.40
2009-08-14,132.10,134.80,139.10,138.90,140.60,144.60,147.00,155.40,165.40,152.80
2009-08-21,134.80,139.10,138.90,140.60,144.60,147.00,155.40,165.40,152.80,143.30
2009-08-28,139.10,138.90,140.60,144.60,147.00,155.40,165.40,152.80,143.30,139.20
2009-09-04,138.90,140.60,144.60,147.00,155.40,165.40,152.80,143.30,139.20,134.70
2009-09-11,140.60,144.60,147.00,155.40,165.40,152.80,143.30,139.20,134.70,134.40
2009-09-18,144.60,147.00,155.40,165.40,152.80,143.30,139.20,134.70,134.40,133.70
2009-09-25,147.00,155.40,165.40,152.80,143.30,139.20,134.70,134.40,133.70,132.50
2009-10-02,155.40,165.40,152.80,143.30,139.20,134.70,134.40,133.70,132.50,132.50
2009-10-09,165.40,152.80,143.30,139.20,134.70,134.40,133.70,132.50,132.50,130.70
2009-10-16,152.80,143.30,139.20,134.70,134.40,133.70,132.50,132.50,130.70,128.20
2009-10-23,143.30,139.20,134.70,134.40,133.70,132.50,132.50,130.70,128.20,130.90
2009-10-30,139.20,134.70,134.40,133.70,132.50,132.50,130.70,128.20,130.90,132.40
2009-11-06,134.70,134.40,133.70,132.50,132.50,130.70,128.20,130.90,132.40,133.30
2009-11-13,134.40,133.70,132.50,132.50,130.70,128.20,130.90,132.40,133.30,136.00
2009-11-20,133.70,132.50,132.50,130.70,128.20,130.90,132.40,133.30,136.00,135.40
2009-11-27,132.50,132.50,130.70,128.20,130.90,132.40,133.30,136.00,135.40,137.60
2009-12-04,132.50,130.70,128.20,130.90,132.40,133.30,136.00,135.40,137.60,137.60
2009-12-11,130.70,128.20,130.90,132.40,133.30,136.00,135.40,137.60,137.60,137.30
2009-12-18,128.20,130.90,132.40,133.30,136.00,135.40,137.60,137.60,137.30,138.90
2009-12-25,130.90,132.40,133.30,136.00,135.40,137.60,137.60,137.30,138.90,141.10
2010-01-01,132.40,133.30,136.00,135.40,137.60,137.60,137.30,138.90,141.10,143.20
2010-01-08,133.30,136.00,135.40,137.60,137.60,137.30,138.90,141.10,143.20,147.30
2010-01-15,136.00,135.40,137.60,137.60,137.30,138.90,141.10,143.20,147.30,146.90
2010-01-22,135.40,137.60,137.60,137.30,138.90,141.10,143.20,147.30,146.90,144.90
2010-01-29,137.60,137.60,137.30,138.90,141.10,143.20,147.30,146.90,144.90,143.80
2010-02-05,137.60,137.30,138.90,141.10,143.20,147.30,146.90,144.90,143.80,143.70
2010-02-12,137.30,138.90,141.10,143.20,147.30,146.90,144.90,143.80,143.70,143.80
2010-02-19,138.90,141.10,143.20,147.30,146.90,144.90,143.80,143.70,143.80,143.80
2010-02-26,141.10,143.20,147.30,146.90,144.90,143.80,143.70,143.80,143.80,144.70
2010-03-05,143.20,147.30,146.90,144.90,143.80,143.70,143.80,143.80,144.70,146.10
2010-03-12,147.30,146.90,144.90,143.80,143.70,143.80,143.80,144.70,146.10,150.80
2010-03-19,146.90,144.90,143.80,143.70,143.80,143.80,144.70,146.10,150.80,155.90
2010-03-26,144.90,143.80,143.70,143.80,143.80,144.70,146.10,150.80,155.90,160.70
2010-04-02,143.80,143.70,143.80,143.80,144.70,146.10,150.80,155.90,160.70,162.90
2010-04-09,143.70,143.80,143.80,144.70,146.10,150.80,155.90,160.70,162.90,167.20
2010-04-16,143.80,143.80,144.70,146.10,150.80,155.90,160.70,162.90,167.20,169.60
2010-04-23,143.80,144.70,146.10,150.80,155.90,160.70,162.90,167.20,169.60,169.00
2010-04-30,144.70,146.10,150.80,155.90,160.70,162.90,167.20,169.60,169.00,166.80
2010-05-07,146.10,150.80,155.90,160.70,162.90,167.20,169.60,169.00,166.80,167.10
2010-05-14,150.80,155.90,160.70,162.90,167.20,169.60,169.00,166.80,167.10,160.70
2010-05-21,155.90,160.70,162.90,167.20,169.60,169.00,166.80,167.10,160.70,156.80
2010-05-28,160.70,162.90,167.20,169.60,169.00,166.80,167.10,160.70,156.80,157.00
2010-06-04,162.90,167.20,169.60,169.00,166.80,167.10,160.70,156.80,157.00,155.00
2010-06-11,167.20,169.60,169.00,166.80,167.10,160.70,156.80,157.00,155.00,152.10
2010-06-18,169.60,169.00,166.80,167.10,160.70,156.80,157.00,155.00,152.10,151.90
2010-06-25,169.00,166.80,167.10,160.70,156.80,157.00,155.00,152.10,151.90,151.10
2010-07-02,166.80,167.10,160.70,156.80,157.00,155.00,152.10,151.90,151.10,146.90
2010-07-09,167.10,160.70,156.80,157.00,155.00,152.10,151.90,151.10,146.90,144.30
2010-07-16,160.70,156.80,157.00,155.00,152.10,151.90,151.10,146.90,144.30,143.00
2010-07-23,156.80,157.00,155.00,152.10,151.90,151.10,146.90,144.30,143.00,149.30
2010-07-30,157.00,155.00,152.10,151.90,151.10,146.90,144.30,143.00,149.30,150.30
2010-08-06,155.00,152.10,151.90,151.10,146.90,144.30,143.00,149.30,150.30,153.00
2010-08-13,152.10,151.90,151.10,146.90,144.30,143.00,149.30,150.30,153.00,154.40
2010-08-20,151.90,151.10,146.90,144.30,143.00,149.30,150.30,153.00,154.40,155.10
2010-08-27,151.10,146.90,144.30,143.00,149.30,150.30,153.00,154.40,155.10,152.60
2010-09-03,146.90,144.30,143.00,149.30,150.30,153.00,154.40,155.10,152.60,155.40
2010-09-10,144.30,143.00,149.30,150.30,153.00,154.40,155.10,152.60,155.40,160.50
2010-09-17,143.00,149.30,150.30,153.00,154.40,155.10,152.60,155.40,160.50,159.10
2010-09-25,149.30,150.30,153.00,154.40,155.10,152.60,155.40,160.50,159.10,158.50
2010-10-01,150.30,153.00,154.40,155.10,152.60,155.40,160.50,159.10,158.50,158.50
2010-10-08,153.00,154.40,155.10,152.60,155.40,160.50,159.10,158.50,158.50,157.10
2010-10-15,154.40,155.10,152.60,155.40,160.50,159.10,158.50,158.50,157.10,157.30
2010-10-22,155.10,152.60,155.40,160.50,159.10,158.50,158.50,157.10,157.30,156.70
2010-10-29,152.60,155.40,160.50,159.10,158.50,158.50,157.10,157.30,156.70,156.70
2010-11-05,155.40,160.50,159.10,158.50,158.50,157.10,157.30,156.70,156.70,160.20
2010-11-12,160.50,159.10,158.50,158.50,157.10,157.30,156.70,156.70,160.20,163.70
2010-11-19,159.10,158.50,158.50,157.10,157.30,156.70,156.70,160.20,163.70,162.10
2010-11-26,158.50,158.50,157.10,157.30,156.70,156.70,160.20,163.70,162.10,164.10
2010-12-03,158.50,157.10,157.30,156.70,156.70,160.20,163.70,162.10,164.10,164.30
2010-12-10,157.10,157.30,156.70,156.70,160.20,163.70,162.10,164.10,164.30,166.30
2010-12-17,157.30,156.70,156.70,160.20,163.70,162.10,164.10,164.30,166.30,167.60
2010-12-24,156.70,156.70,160.20,163.70,162.10,164.10,164.30,166.30,167.60,168.20
2010-12-31,156.70,160.20,163.70,162.10,164.10,164.30,166.30,167.60,168.20,168.10
2011-01-07,160.20,163.70,162.10,164.10,164.30,166.30,167.60,168.20,168.10,169.40
2011-01-14,163.70,162.10,164.10,164.30,166.30,167.60,168.20,168.10,169.40,171.10
2011-01-21,162.10,164.10,164.30,166.30,167.60,168.20,168.10,169.40,171.10,172.60
2011-01-28,164.10,164.30,166.30,167.60,168.20,168.10,169.40,171.10,172.60,174.10
2011-02-04,164.30,166.30,167.60,168.20,168.10,169.40,171.10,172.60,174.10,174.20
2011-02-11,166.30,167.60,168.20,168.10,169.40,171.10,172.60,174.10,174.20,177.50
2011-02-18,167.60,168.20,168.10,169.40,171.10,172.60,174.10,174.20,177.50,176.80
2011-02-25,168.20,168.10,169.40,171.10,172.60,174.10,174.20,177.50,176.80,175.40
2011-03-04,168.10,169.40,171.10,172.60,174.10,174.20,177.50,176.80,175.40,172.70
2011-03-11,169.40,171.10,172.60,174.10,174.20,177.50,176.80,175.40,172.70,169.10
2011-03-18,171.10,172.60,174.10,174.20,177.50,176.80,175.40,172.70,169.10,171.80
2011-03-25,172.60,174.10,174.20,177.50,176.80,175.40,172.70,169.10,171.80,170.60
2011-04-01,174.10,174.20,177.50,176.80,175.40,172.70,169.10,171.80,170.60,171.60
2011-04-08,174.20,177.50,176.80,175.40,172.70,169.10,171.80,170.60,171.60,173.50
2011-04-15,177.50,176.80,175.40,172.70,169.10,171.80,170.60,171.60,173.50,175.50
2011-04-22,176.80,175.40,172.70,169.10,171.80,170.60,171.60,173.50,175.50,175.10
2011-04-29,175.40,172.70,169.10,171.80,170.60,171.60,173.50,175.50,175.10,177.10
2011-05-06,172.70,169.10,171.80,170.60,171.60,173.50,175.50,175.10,177.10,178.40
2011-05-13,169.10,171.80,170.60,171.60,173.50,175.50,175.10,177.10,178.40,177.40
2011-05-20,171.80,170.60,171.60,173.50,175.50,175.10,177.10,178.40,177.40,177.30
2011-05-27,170.60,171.60,173.50,175.50,175.10,177.10,178.40,177.40,177.30,176.90
2011-06-03,171.60,173.50,175.50,175.10,177.10,178.40,177.40,177.30,176.90,177.50
2011-06-10,173.50,175.50,175.10,177.10,178.40,177.40,177.30,176.90,177.50,177.50
2011-06-17,175.50,175.10,177.10,178.40,177.40,177.30,176.90,177.50,177.50,176.50
