,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw
2011-06-24,175.10,177.10,178.40,177.40,177.30,176.90,177.50,177.50,176.50,174.50
2011-07-01,177.10,178.40,177.40,177.30,176.90,177.50,177.50,176.50,174.50,173.70
2011-07-08,178.40,177.40,177.30,176.90,177.50,177.50,176.50,174.50,173.70,174.10
2011-07-15,177.40,177.30,176.90,177.50,177.50,176.50,174.50,173.70,174.10,175.00
2011-07-22,177.30,176.90,177.50,177.50,176.50,174.50,173.70,174.10,175.00,175.90
2011-07-29,176.90,177.50,177.50,176.50,174.50,173.70,174.10,175.00,175.90,176.43
2011-08-05,177.50,177.50,176.50,174.50,173.70,174.10,175.00,175.90,176.43,177.71
2011-08-12,177.50,176.50,174.50,173.70,174.10,175.00,175.90,176.43,177.71,177.01
2011-08-19,176.50,174.50,173.70,174.10,175.00,175.90,176.43,177.71,177.01,177.44
2011-08-26,174.50,173.70,174.10,175.00,175.90,176.43,177.71,177.01,177.44,177.12
2011-09-02,173.70,174.10,175.00,175.90,176.43,177.71,177.01,177.44,177.12,176.94
2011-09-09,174.10,175.00,175.90,176.43,177.71,177.01,177.44,177.12,176.94,176.61
2011-09-16,175.00,175.90,176.43,177.71,177.01,177.44,177.12,176.94,176.61,175.78
2011-09-23,175.90,176.43,177.71,177.01,177.44,177.12,176.94,176.61,175.78,172.94
2011-09-30,176.43,177.71,177.01,177.44,177.12,176.94,176.61,175.78,172.94,169.89
2011-10-08,177.71,177.01,177.44,177.12,176.94,176.61,175.78,172.94,169.89,169.42
2011-10-14,177.01,177.44,177.12,176.94,176.61,175.78,172.94,169.89,169.42,166.68
2011-10-21,177.44,177.12,176.94,176.61,175.78,172.94,169.89,169.42,166.68,158.43
2011-10-28,177.12,176.94,176.61,175.78,172.94,169.89,169.42,166.68,158.43,157.75
2011-11-04,176.94,176.61,175.78,172.94,169.89,169.42,166.68,158.43,157.75,157.41
2011-11-11,176.61,175.78,172.94,169.89,169.42,166.68,158.43,157.75,157.41,157.55
2011-11-18,175.78,172.94,169.89,169.42,166.68,158.43,157.75,157.41,157.55,158.35
2011-11-25,172.94,169.89,169.42,166.68,158.43,157.75,157.41,157.55,158.35,157.17
2011-12-02,169.89,169.42,166.68,158.43,157.75,157.41,157.55,158.35,157.17,157.03
2011-12-09,169.42,166.68,158.43,157.75,157.41,157.55,158.35,157.17,157.03,156.59
2011-12-16,166.68,158.43,157.75,157.41,157.55,158.35,157.17,157.03,156.59,156.10
2011-12-23,158.43,157.75,157.41,157.55,158.35,157.17,157.03,156.59,156.10,155.44
2011-12-30,157.75,157.41,157.55,158.35,157.17,157.03,156.59,156.10,155.44,154.66
2012-01-06,157.41,157.55,158.35,157.17,157.03,156.59,156.10,155.44,154.66,154.12
2012-01-13,157.55,158.35,157.17,157.03,156.59,156.10,155.44,154.66,154.12,153.09
2012-01-20,158.35,157.17,157.03,156.59,156.10,155.44,154.66,154.12,153.09,153.04
2012-01-29,157.17,157.03,156.59,156.10,155.44,154.66,154.12,153.09,153.04,153.12
2012-02-03,157.03,156.59,156.10,155.44,154.66,154.12,153.09,153.04,153.12,153.35
2012-02-10,156.59,156.10,155.44,154.66,154.12,153.09,153.04,153.12,153.35,152.46
2012-02-17,156.10,155.44,154.66,154.12,153.09,153.04,153.12,153.35,152.46,151.13
2012-02-24,155.44,154.66,154.12,153.09,153.04,153.12,153.35,152.46,151.13,152.26
2012-03-02,154.66,154.12,153.09,153.04,153.12,153.35,152.46,151.13,152.26,153.76
2012-03-09,154.12,153.09,153.04,153.12,153.35,152.46,151.13,152.26,153.76,154.38
2012-03-16,153.09,153.04,153.12,153.35,152.46,151.13,152.26,153.76,154.38,155.62
2012-03-23,153.04,153.12,153.35,152.46,151.13,152.26,153.76,154.38,155.62,155.99
2012-03-30,153.12,153.35,152.46,151.13,152.26,153.76,154.38,155.62,155.99,156.33
2012-04-06,153.35,152.46,151.13,152.26,153.76,154.38,155.62,155.99,156.33,156.66
2012-04-13,152.46,151.13,152.26,153.76,154.38,155.62,155.99,156.33,156.66,157.24
2012-04-20,151.13,152.26,153.76,154.38,155.62,155.99,156.33,156.66,157.24,156.53
2012-04-27,152.26,153.76,154.38,155.62,155.99,156.33,156.66,157.24,156.53,155.52
2012-05-04,153.76,154.38,155.62,155.99,156.33,156.66,157.24,156.53,155.52,155.10
2012-05-11,154.38,155.62,155.99,156.33,156.66,157.24,156.53,155.52,155.10,153.21
2012-05-18,155.62,155.99,156.33,156.66,157.24,156.53,155.52,155.10,153.21,151.15
2012-05-25,155.99,156.33,156.66,157.24,156.53,155.52,155.10,153.21,151.15,149.53
2012-06-01,156.33,156.66,157.24,156.53,155.52,155.10,153.21,151.15,149.53,149.36
2012-06-08,156.66,157.24,156.53,155.52,155.10,153.21,151.15,149.53,149.36,149.01
2012-06-15,157.24,156.53,155.52,155.10,153.21,151.15,149.53,149.36,149.01,148.75
2012-06-22,156.53,155.52,155.10,153.21,151.15,149.53,149.36,149.01,148.75,148.75
2012-06-29,155.52,155.10,153.21,151.15,149.53,149.36,149.01,148.75,148.75,147.52
2012-07-06,155.10,153.21,151.15,149.53,149.36,149.01,148.75,148.75,147.52,146.40
2012-07-13,153.21,151.15,149.53,149.36,149.01,148.75,148.75,147.52,146.40,144.31
2012-07-20,151.15,149.53,149.36,149.01,148.75,148.75,147.52,146.40,144.31,140.72
2012-07-27,149.53,149.36,149.01,148.75,148.75,147.52,146.40,144.31,140.72,136.13
2012-08-03,149.36,149.01,148.75,148.75,147.52,146.40,144.31,140.72,136.13,135.23
2012-08-10,149.01,148.75,148.75,147.52,146.40,144.31,140.72,136.13,135.23,133.77
2012-08-17,148.75,148.75,147.52,146.40,144.31,140.72,136.13,135.23,133.77,133.03
2012-08-24,148.75,147.52,146.40,144.31,140.72,136.13,135.23,133.77,133.03,130.48
2012-08-31,147.52,146.40,144.31,140.72,136.13,135.23,133.77,133.03,130.48,128.25
2012-09-07,146.40,144.31,140.72,136.13,135.23,133.77,133.03,130.48,128.25,124.31
2012-09-14,144.31,140.72,136.13,135.23,133.77,133.03,130.48,128.25,124.31,127.20
2012-09-21,140.72,136.13,135.23,133.77,133.03,130.48,128.25,124.31,127.20,132.65
2012-09-28,136.13,135.23,133.77,133.03,130.48,128.25,124.31,127.20,132.65,132.76
2012-10-05,135.23,133.77,133.03,130.48,128.25,124.31,127.20,132.65,132.76,132.76
2012-10-12,133.77,133.03,130.48,128.25,124.31,127.20,132.65,132.76,132.76,136.97
2012-10-19,133.03,130.48,128.25,124.31,127.20,132.65,132.76,132.76,136.97,136.00
2012-10-26,130.48,128.25,124.31,127.20,132.65,132.76,132.76,136.97,136.00,136.33
2012-11-02,128.25,124.31,127.20,132.65,132.76,132.76,136.97,136.00,136.33,136.59
2012-11-09,124.31,127.20,132.65,132.76,132.76,136.97,136.00,136.33,136.59,137.36
2012-11-16,127.20,132.65,132.76,132.76,136.97,136.00,136.33,136.59,137.36,137.33
2012-11-23,132.65,132.76,132.76,136.97,136.00,136.33,136.59,137.36,137.33,135.70
2012-11-30,132.76,132.76,136.97,136.00,136.33,136.59,137.36,137.33,135.70,133.63
2012-12-07,132.76,136.97,136.00,136.33,136.59,137.36,137.33,135.70,133.63,133.37
2012-12-14,136.97,136.00,136.33,136.59,137.36,137.33,135.70,133.63,133.37,133.99
2012-12-21,136.00,136.33,136.59,137.36,137.33,135.70,133.63,133.37,133.99,135.31
2012-12-28,136.33,136.59,137.36,137.33,135.70,133.63,133.37,133.99,135.31,135.94
2013-01-04,136.59,137.36,137.33,135.70,133.63,133.37,133.99,135.31,135.94,137.21
2013-01-11,137.36,137.33,135.70,133.63,133.37,133.99,135.31,135.94,137.21,139.82
2013-01-18,137.33,135.70,133.63,133.37,133.99,135.31,135.94,137.21,139.82,139.09
2013-01-25,135.70,133.63,133.37,133.99,135.31,135.94,137.21,139.82,139.09,139.28
2013-02-01,133.63,133.37,133.99,135.31,135.94,137.21,139.82,139.09,139.28,140.57
2013-02-08,133.37,133.99,135.31,135.94,137.21,139.82,139.09,139.28,140.57,141.46
2013-02-16,133.99,135.31,135.94,137.21,139.82,139.09,139.28,140.57,141.46,141.74
2013-02-22,135.31,135.94,137.21,139.82,139.09,139.28,140.57,141.46,141.74,143.03
2013-03-01,135.94,137.21,139.82,139.09,139.28,140.57,141.46,141.74,143.03,141.35
2013-03-08,137.21,139.82,139.09,139.28,140.57,141.46,141.74,143.03,141.35,140.28
2013-03-15,139.82,139.09,139.28,140.57,141.46,141.74,143.03,141.35,140.28,137.60
2013-03-22,139.09,139.28,140.57,141.46,141.74,143.03,141.35,140.28,137.60,138.44
2013-03-29,139.28,140.57,141.46,141.74,143.03,141.35,140.28,137.60,138.44,137.24
2013-04-07,140.57,141.46,141.74,143.03,141.35,140.28,137.60,138.44,137.24,136.84
2013-04-12,141.46,141.74,143.03,141.35,140.28,137.60,138.44,137.24,136.84,137.11
2013-04-19,141.74,143.03,141.35,140.28,137.60,138.44,137.24,136.84,137.11,135.41
2013-04-26,143.03,141.35,140.28,137.60,138.44,137.24,136.84,137.11,135.41,134.52
2013-05-03,141.35,140.28,137.60,138.44,137.24,136.84,137.11,135.41,134.52,133.67
2013-05-10,140.28,137.60,138.44,137.24,136.84,137.11,135.41,134.52,133.67,132.83
2013-05-17,137.60,138.44,137.24,136.84,137.11,135.41,134.52,133.67,132.83,131.49
2013-05-24,138.44,137.24,136.84,137.11,135.41,134.52,133.67,132.83,131.49,130.31
2013-05-31,137.24,136.84,137.11,135.41,134.52,133.67,132.83,131.49,130.31,127.77
2013-06-07,136.84,137.11,135.41,134.52,133.67,132.83,131.49,130.31,127.77,127.26
2013-06-14,137.11,135.41,134.52,133.67,132.83,131.49,130.31,127.77,127.26,126.37
2013-06-21,135.41,134.52,133.67,132.83,131.49,130.31,127.77,127.26,126.37,126.97
2013-06-28,134.52,133.67,132.83,131.49,130.31,127.77,127.26,126.37,126.97,126.33
2013-07-05,133.67,132.83,131.49,130.31,127.77,127.26,126.37,126.97,126.33,127.94
2013-07-12,132.83,131.49,130.31,127.77,127.26,126.37,126.97,126.33,127.94,128.87
2013-07-19,131.49,130.31,127.77,127.26,126.37,126.97,126.33,127.94,128.87,130.61
2013-07-26,130.31,127.77,127.26,126.37,126.97,126.33,127.94,128.87,130.61,131.42
2013-08-02,127.77,127.26,126.37,126.97,126.33,127.94,128.87,130.61,131.42,130.60
2013-08-09,127.26,126.37,126.97,126.33,127.94,128.87,130.61,131.42,130.60,131.81
2013-08-16,126.37,126.97,126.33,127.94,128.87,130.61,131.42,130.60,131.81,133.59
2013-08-23,126.97,126.33,127.94,128.87,130.61,131.42,130.60,131.81,133.59,133.14
2013-08-30,126.33,127.94,128.87,130.61,131.42,130.60,131.81,133.59,133.14,132.80
2013-09-06,127.94,128.87,130.61,131.42,130.60,131.81,133.59,133.14,132.80,132.59
2013-09-13,128.87,130.61,131.42,130.60,131.81,133.59,133.14,132.80,132.59,131.58
2013-09-20,130.61,131.42,130.60,131.81,133.59,133.14,132.80,132.59,131.58,130.52
2013-09-27,131.42,130.60,131.81,133.59,133.14,132.80,132.59,131.58,130.52,129.53
2013-10-04,130.60,131.81,133.59,133.14,132.80,132.59,131.58,130.52,129.53,129.53
2013-10-11,131.81,133.59,133.14,132.80,132.59,131.58,130.52,129.53,129.53,129.54
2013-10-18,133.59,133.14,132.80,132.59,131.58,130.52,129.53,129.53,129.54,129.15
2013-10-25,133.14,132.80,132.59,131.58,130.52,129.53,129.53,129.54,129.15,128.27
2013-11-01,132.80,132.59,131.58,130.52,129.53,129.53,129.54,129.15,128.27,128.34
2013-11-08,132.59,131.58,130.52,129.53,129.53,129.54,129.15,128.27,128.34,129.60
2013-11-15,131.58,130.52,129.53,129.53,129.54,129.15,128.27,128.34,129.60,129.19
2013-11-22,130.52,129.53,129.53,129.54,129.15,128.27,128.34,129.60,129.19,128.87
2013-11-29,129.53,129.53,129.54,129.15,128.27,128.34,129.60,129.19,128.87,128.73
2013-12-06,129.53,129.54,129.15,128.27,128.34,129.60,129.19,128.87,128.73,129.15
2013-12-13,129.54,129.15,128.27,128.34,129.60,129.19,128.87,128.73,129.15,129.30
2013-12-20,129.15,128.27,128.34,129.60,129.19,128.87,128.73,129.15,129.30,128.93
2013-12-27,128.27,128.34,129.60,129.19,128.87,128.73,129.15,129.30,128.93,128.13
2014-01-03,128.34,129.60,129.19,128.87,128.73,129.15,129.30,128.93,128.13,127.82
2014-01-10,129.60,129.19,128.87,128.73,129.15,129.30,128.93,128.13,127.82,126.81
2014-01-17,129.19,128.87,128.73,129.15,129.30,128.93,128.13,127.82,126.81,126.28
2014-01-24,128.87,128.73,129.15,129.30,128.93,128.13,127.82,126.81,126.28,125.85
2014-01-31,128.73,129.15,129.30,128.93,128.13,127.82,126.81,126.28,125.85,125.82
2014-02-07,129.15,129.30,128.93,128.13,127.82,126.81,126.28,125.85,125.82,125.82
2014-02-14,129.30,128.93,128.13,127.82,126.81,126.28,125.85,125.82,125.82,124.82
2014-02-21,128.93,128.13,127.82,126.81,126.28,125.85,125.82,125.82,124.82,124.61
2014-02-28,128.13,127.82,126.81,126.28,125.85,125.82,125.82,124.82,124.61,123.67
2014-03-07,127.82,126.81,126.28,125.85,125.82,125.82,124.82,124.61,123.67,123.25
2014-03-14,126.81,126.28,125.85,125.82,125.82,124.82,124.61,123.67,123.25,122.33
2014-03-21,126.28,125.85,125.82,125.82,124.82,124.61,123.67,123.25,122.33,122.22
2014-03-28,125.85,125.82,125.82,124.82,124.61,123.67,123.25,122.33,122.22,122.61
2014-04-04,125.82,125.82,124.82,124.61,123.67,123.25,122.33,122.22,122.61,123.44
2014-04-11,125.82,124.82,124.61,123.67,123.25,122.33,122.22,122.61,123.44,125.74
2014-04-18,124.82,124.61,123.67,123.25,122.33,122.22,122.61,123.44,125.74,125.45
2014-04-25,124.61,123.67,123.25,122.33,122.22,122.61,123.44,125.74,125.45,124.54
2014-05-02,123.67,123.25,122.33,122.22,122.61,123.44,125.74,125.45,124.54,124.38
2014-05-09,123.25,122.33,122.22,122.61,123.44,125.74,125.45,124.54,124.38,123.73
2014-05-16,122.33,122.22,122.61,123.44,125.74,125.45,124.54,124.38,123.73,122.89
2014-05-23,122.22,122.61,123.44,125.74,125.45,124.54,124.38,123.73,122.89,122.06
2014-05-30,122.61,123.44,125.74,125.45,124.54,124.38,123.73,122.89,122.06,122.19
2014-06-06,123.44,125.74,125.45,124.54,124.38,123.73,122.89,122.06,122.19,121.68
2014-06-13,125.74,125.45,124.54,124.38,123.73,122.89,122.06,122.19,121.68,121.17
2014-06-20,125.45,124.54,124.38,123.73,122.89,122.06,122.19,121.68,121.17,120.37
2014-06-27,124.54,124.38,123.73,122.89,122.06,122.19,121.68,121.17,120.37,120.07
2014-07-04,124.38,123.73,122.89,122.06,122.19,121.68,121.17,120.37,120.07,119.94
2014-07-11,123.73,122.89,122.06,122.19,121.68,121.17,120.37,120.07,119.94,119.82
2014-07-18,122.89,122.06,122.19,121.68,121.17,120.37,120.07,119.94,119.82,119.92
2014-07-25,122.06,122.19,121.68,121.17,120.37,120.07,119.94,119.82,119.92,119.20
2014-08-01,122.19,121.68,121.17,120.37,120.07,119.94,119.82,119.92,119.20,119.10
2014-08-08,121.68,121.17,120.37,120.07,119.94,119.82,119.92,119.20,119.10,118.96
2014-08-15,121.17,120.37,120.07,119.94,119.82,119.92,119.20,119.10,118.96,118.20
2014-08-22,120.37,120.07,119.94,119.82,119.92,119.20,119.10,118.96,118.20,117.23
2014-08-29,120.07,119.94,119.82,119.92,119.20,119.10,118.96,118.20,117.23,115.98
2014-09-05,119.94,119.82,119.92,119.20,119.10,118.96,118.20,117.23,115.98,113.86
2014-09-12,119.82,119.92,119.20,119.10,118.96,118.20,117.23,115.98,113.86,111.78
2014-09-19,119.92,119.20,119.10,118.96,118.20,117.23,115.98,113.86,111.78,111.39
2014-09-26,119.20,119.10,118.96,118.20,117.23,115.98,113.86,111.78,111.39,109.71
2014-10-03,119.10,118.96,118.20,117.23,115.98,113.86,111.78,111.39,109.71,109.68
2014-10-10,118.96,118.20,117.23,115.98,113.86,111.78,111.39,109.71,109.68,109.32
2014-10-17,118.20,117.23,115.98,113.86,111.78,111.39,109.71,109.68,109.32,111.20
2014-10-24,117.23,115.98,113.86,111.78,111.39,109.71,109.68,109.32,111.20,111.11
2014-10-31,115.98,113.86,111.78,111.39,109.71,109.68,109.32,111.20,111.11,110.88
2014-11-07,113.86,111.78,111.39,109.71,109.68,109.32,111.20,111.11,110.88,111.06
2014-11-14,111.78,111.39,109.71,109.68,109.32,111.20,111.11,110.88,111.06,110.84
2014-11-21,111.39,109.71,109.68,109.32,111.20,111.11,110.88,111.06,110.84,109.94
2014-11-28,109.71,109.68,109.32,111.20,111.11,110.88,111.06,110.84,109.94,109.85
2014-12-05,109.68,109.32,111.20,111.11,110.88,111.06,110.84,109.94,109.85,109.40
2014-12-12,109.32,111.20,111.11,110.88,111.06,110.84,109.94,109.85,109.40,108.70
2014-12-19,111.20,111.11,110.88,111.06,110.84,109.94,109.85,109.40,108.70,107.73
2014-12-26,111.11,110.88,111.06,110.84,109.94,109.85,109.40,108.70,107.73,106.05
2015-01-02,110.88,111.06,110.84,109.94,109.85,109.40,108.70,107.73,106.05,105.71
2015-01-09,111.06,110.84,109.94,109.85,109.40,108.70,107.73,106.05,105.71,104.00
2015-01-16,110.84,109.94,109.85,109.40,108.70,107.73,106.05,105.71,104.00,100.79
2015-01-23,109.94,109.85,109.40,108.70,107.73,106.05,105.71,104.00,100.79,98.05
2015-01-30,109.85,109.40,108.70,107.73,106.05,105.71,104.00,100.79,98.05,95.85
2015-02-06,109.40,108.70,107.73,106.05,105.71,104.00,100.79,98.05,95.85,94.74
2015-02-13,108.70,107.73,106.05,105.71,104.00,100.79,98.05,95.85,94.74,94.60
2015-02-20,107.73,106.05,105.71,104.00,100.79,98.05,95.85,94.74,94.60,94.59
2015-02-27,106.05,105.71,104.00,100.79,98.05,95.85,94.74,94.60,94.59,94.67
2015-03-06,105.71,104.00,100.79,98.05,95.85,94.74,94.60,94.59,94.67,93.64
2015-03-13,104.00,100.79,98.05,95.85,94.74,94.60,94.59,94.67,93.64,93.04
2015-03-20,100.79,98.05,95.85,94.74,94.60,94.59,94.67,93.64,93.04,93.76
2015-03-27,98.05,95.85,94.74,94.60,94.59,94.67,93.64,93.04,93.76,96.22
2015-04-03,95.85,94.74,94.60,94.59,94.67,93.64,93.04,93.76,96.22,94.95
2015-04-10,94.74,94.60,94.59,94.67,93.64,93.04,93.76,96.22,94.95,92.87
2015-04-17,94.60,94.59,94.67,93.64,93.04,93.76,96.22,94.95,92.87,92.49
2015-04-24,94.59,94.67,93.64,93.04,93.76,96.22,94.95,92.87,92.49,92.01
2015-05-01,94.67,93.64,93.04,93.76,96.22,94.95,92.87,92.49,92.01,92.09
2015-05-08,93.64,93.04,93.76,96.22,94.95,92.87,92.49,92.01,92.09,92.17
2015-05-15,93.04,93.76,96.22,94.95,92.87,92.49,92.01,92.09,92.17,91.09
2015-05-22,93.76,96.22,94.95,92.87,92.49,92.01,92.09,92.17,91.09,89.75
2015-05-29,96.22,94.95,92.87,92.49,92.01,92.09,92.17,91.09,89.75,89.13
2015-06-05,94.95,92.87,92.49,92.01,92.09,92.17,91.09,89.75,89.13,88.12
2015-06-12,92.87,92.49,92.01,92.09,92.17,91.09,89.75,89.13,88.12,86.99
2015-06-19,92.49,92.01,92.09,92.17,91.09,89.75,89.13,88.12,86.99,84.98
2015-06-26,92.01,92.09,92.17,91.09,89.75,89.13,88.12,86.99,84.98,83.63
2015-07-03,92.09,92.17,91.09,89.75,89.13,88.12,86.99,84.98,83.63,81.36
2015-07-10,92.17,91.09,89.75,89.13,88.12,86.99,84.98,83.63,81.36,78.49
2015-07-17,91.09,89.75,89.13,88.12,86.99,84.98,83.63,81.36,78.49,78.22
2015-07-24,89.75,89.13,88.12,86.99,84.98,83.63,81.36,78.49,78.22,78.75
2015-07-31,89.13,88.12,86.99,84.98,83.63,81.36,78.49,78.22,78.75,80.59
2015-08-07,88.12,86.99,84.98,83.63,81.36,78.49,78.22,78.75,80.59,83.24
2015-08-14,86.99,84.98,83.63,81.36,78.49,78.22,78.75,80.59,83.24,83.13
2015-08-21,84.98,83.63,81.36,78.49,78.22,78.75,80.59,83.24,83.13,82.34
2015-08-28,83.63,81.36,78.49,78.22,78.75,80.59,83.24,83.13,82.34,80.65
2015-09-04,81.36,78.49,78.22,78.75,80.59,83.24,83.13,82.34,80.65,79.95
2015-09-11,78.49,78.22,78.75,80.59,83.24,83.13,82.34,80.65,79.95,79.33
2015-09-18,78.22,78.75,80.59,83.24,83.13,82.34,80.65,79.95,79.33,78.65
2015-09-25,78.75,80.59,83.24,83.13,82.34,80.65,79.95,79.33,78.65,77.98
2015-10-02,80.59,83.24,83.13,82.34,80.65,79.95,79.33,78.65,77.98,77.52
2015-10-09,83.24,83.13,82.34,80.65,79.95,79.33,78.65,77.98,77.52,77.06
2015-10-16,83.13,82.34,80.65,79.95,79.33,78.65,77.98,77.52,77.06,76.63
2015-10-23,82.34,80.65,79.95,79.33,78.65,77.98,77.52,77.06,76.63,76.10
2015-10-30,80.65,79.95,79.33,78.65,77.98,77.52,77.06,76.63,76.10,75.79
2015-11-06,79.95,79.33,78.65,77.98,77.52,77.06,76.63,76.10,75.79,75.04
2015-11-13,79.33,78.65,77.98,77.52,77.06,76.63,76.10,75.79,75.04,73.86
2015-11-20,78.65,77.98,77.52,77.06,76.63,76.10,75.79,75.04,73.86,72.72
2015-11-27,77.98,77.52,77.06,76.63,76.10,75.79,75.04,73.86,72.72,71.76
2015-12-04,77.52,77.06,76.63,76.10,75.79,75.04,73.86,72.72,71.76,70.52
2015-12-11,77.06,76.63,76.10,75.79,75.04,73.86,72.72,71.76,70.52,69.82
2015-12-18,76.63,76.10,75.79,75.04,73.86,72.72,71.76,70.52,69.82,70.42
2015-12-25,76.10,75.79,75.04,73.86,72.72,71.76,70.52,69.82,70.42,71.82
2016-01-01,75.79,75.04,73.86,72.72,71.76,70.52,69.82,70.42,71.82,73.19
2016-01-08,75.04,73.86,72.72,71.76,70.52,69.82,70.42,71.82,73.19,74.56
2016-01-15,73.86,72.72,71.76,70.52,69.82,70.42,71.82,73.19,74.56,73.70
2016-01-22,72.72,71.76,70.52,69.82,70.42,71.82,73.19,74.56,73.70,74.18
2016-01-29,71.76,70.52,69.82,70.42,71.82,73.19,74.56,73.70,74.18,73.99
2016-02-05,70.52,69.82,70.42,71.82,73.19,74.56,73.70,74.18,73.99,73.96
2016-02-12,69.82,70.42,71.82,73.19,74.56,73.70,74.18,73.99,73.96,73.96
2016-02-19,70.42,71.82,73.19,74.56,73.70,74.18,73.99,73.96,73.96,75.40
2016-02-26,71.82,73.19,74.56,73.70,74.18,73.99,73.96,73.96,75.40,77.19
2016-03-04,73.19,74.56,73.70,74.18,73.99,73.96,73.96,75.40,77.19,79.80
2016-03-11,74.56,73.70,74.18,73.99,73.96,73.96,75.40,77.19,79.80,91.22
2016-03-18,73.70,74.18,73.99,73.96,73.96,75.40,77.19,79.80,91.22,88.34
2016-03-25,74.18,73.99,73.96,73.96,75.40,77.19,79.80,91.22,88.34,90.11
2016-04-01,73.99,73.96,73.96,75.40,77.19,79.80,91.22,88.34,90.11,91.73
2016-04-08,73.96,73.96,75.40,77.19,79.80,91.22,88.34,90.11,91.73,95.16
2016-04-15,73.96,75.40,77.19,79.80,91.22,88.34,90.11,91.73,95.16,102.77
2016-04-22,75.40,77.19,79.80,91.22,88.34,90.11,91.73,95.16,102.77,113.83
2016-04-29,77.19,79.80,91.22,88.34,90.11,91.73,95.16,102.77,113.83,111.54
2016-05-06,79.80,91.22,88.34,90.11,91.73,95.16,102.77,113.83,111.54,105.68
2016-05-13,91.22,88.34,90.11,91.73,95.16,102.77,113.83,111.54,105.68,96.36
2016-05-20,88.34,90.11,91.73,95.16,102.77,113.83,111.54,105.68,96.36,93.91
2016-05-27,90.11,91.73,95.16,102.77,113.83,111.54,105.68,96.36,93.91,89.23
2016-06-03,91.73,95.16,102.77,113.83,111.54,105.68,96.36,93.91,89.23,87.43
2016-06-10,95.16,102.77,113.83,111.54,105.68,96.36,93.91,89.23,87.43,88.74
2016-06-17,102.77,113.83,111.54,105.68,96.36,93.91,89.23,87.43,88.74,88.31
2016-06-24,113.83,111.54,105.68,96.36,93.91,89.23,87.43,88.74,88.31,87.59
2016-07-01,111.54,105.68,96.36,93.91,89.23,87.43,88.74,88.31,87.59,89.93
2016-07-08,105.68,96.36,93.91,89.23,87.43,88.74,88.31,87.59,89.93,91.96
2016-07-15,96.36,93.91,89.23,87.43,88.74,88.31,87.59,89.93,91.96,94.73
2016-07-22,93.91,89.23,87.43,88.74,88.31,87.59,89.93,91.96,94.73,93.17
2016-07-29,89.23,87.43,88.74,88.31,87.59,89.93,91.96,94.73,93.17,94.58
2016-08-05,87.43,88.74,88.31,87.59,89.93,91.96,94.73,93.17,94.58,95.67
2016-08-12,88.74,88.31,87.59,89.93,91.96,94.73,93.17,94.58,95.67,97.52
2016-08-19,88.31,87.59,89.93,91.96,94.73,93.17,94.58,95.67,97.52,99.20
2016-08-26,87.59,89.93,91.96,94.73,93.17,94.58,95.67,97.52,99.20,101.00
2016-09-02,89.93,91.96,94.73,93.17,94.58,95.67,97.52,99.20,101.00,99.96
2016-09-09,91.96,94.73,93.17,94.58,95.67,97.52,99.20,101.00,99.96,99.40
2016-09-16,94.73,93.17,94.58,95.67,97.52,99.20,101.00,99.96,99.40,97.09
2016-09-23,93.17,94.58,95.67,97.52,99.20,101.00,99.96,99.40,97.09,97.05
2016-09-30,94.58,95.67,97.52,99.20,101.00,99.96,99.40,97.09,97.05,97.84
2016-10-07,95.67,97.52,99.20,101.00,99.96,99.40,97.09,97.05,97.84,98.02
2016-10-14,97.52,99.20,101.00,99.96,99.40,97.09,97.05,97.84,98.02,100.16
2016-10-21,99.20,101.00,99.96,99.40,97.09,97.05,97.84,98.02,100.16,102.88
2016-10-28,101.00,99.96,99.40,97.09,97.05,97.84,98.02,100.16,102.88,104.48
2016-11-04,99.96,99.40,97.09,97.05,97.84,98.02,100.16,102.88,104.48,109.92
2016-11-11,99.40,97.09,97.05,97.84,98.02,100.16,102.88,104.48,109.92,117.87
2016-11-18,97.09,97.05,97.84,98.02,100.16,102.88,104.48,109.92,117.87,114.37
2016-11-25,97.05,97.84,98.02,100.16,102.88,104.48,109.92,117.87,114.37,118.59
2016-12-02,97.84,98.02,100.16,102.88,104.48,109.92,117.87,114.37,118.59,124.03
2016-12-09,98.02,100.16,102.88,104.48,109.92,117.87,114.37,118.59,124.03,128.26
2016-12-16,100.16,102.88,104.48,109.92,117.87,114.37,118.59,124.03,128.26,135.01
2016-12-23,102.88,104.48,109.92,117.87,114.37,118.59,124.03,128.26,135.01,131.26
2016-12-30,104.48,109.92,117.87,114.37,118.59,124.03,128.26,135.01,131.26,127.74
2017-01-06,109.92,117.87,114.37,118.59,124.03,128.26,135.01,131.26,127.74,127.13
2017-01-13,117.87,114.37,118.59,124.03,128.26,135.01,131.26,127.74,127.13,128.32
2017-01-20,114.37,118.59,124.03,128.26,135.01,131.26,127.74,127.13,128.32,129.05
2017-01-27,118.59,124.03,128.26,135.01,131.26,127.74,127.13,128.32,129.05,128.98
2017-02-03,124.03,128.26,135.01,131.26,127.74,127.13,128.32,129.05,128.98,129.08
2017-02-10,128.26,135.01,131.26,127.74,127.13,128.32,129.05,128.98,129.08,129.95
2017-02-17,135.01,131.26,127.74,127.13,128.32,129.05,128.98,129.08,129.95,135.22
2017-02-24,131.26,127.74,127.13,128.32,129.05,128.98,129.08,129.95,135.22,138.41
