,spi-4,spi-4,spi-4,spi-4,spi-4,spi-4,spi-4,spi-4,spi-4,spi-4
2003-07-01,107.5,107.2,112.75,121,124,118.75,106.25,102.2,105.25,114.5
2003-08-01,107.2,112.75,121,124,118.75,106.25,102.2,105.25,114.5,114.4
2003-09-01,112.75,121,124,118.75,106.25,102.2,105.25,114.5,114.4,117.5
2003-10-01,121,124,118.75,106.25,102.2,105.25,114.5,114.4,117.5,124
2003-11-01,124,118.75,106.25,102.2,105.25,114.5,114.4,117.5,124,131.75
2003-12-01,118.75,106.25,102.2,105.25,114.5,114.4,117.5,124,131.75,137.75
2004-01-01,106.25,102.2,105.25,114.5,114.4,117.5,124,131.75,137.75,146.6
2004-02-01,102.2,105.25,114.5,114.4,117.5,124,131.75,137.75,146.6,159
2004-03-01,105.25,114.5,114.4,117.5,124,131.75,137.75,146.6,159,162.25
2004-04-01,114.5,114.4,117.5,124,131.75,137.75,146.6,159,162.25,163.4
2004-05-01,114.4,117.5,124,131.75,137.75,146.6,159,162.25,163.4,141.75
2004-06-01,117.5,124,131.75,137.75,146.6,159,162.25,163.4,141.75,138.75
2004-07-01,124,131.75,137.75,146.6,159,162.25,163.4,141.75,138.75,149.4
2004-08-01,131.75,137.75,146.6,159,162.25,163.4,141.75,138.75,149.4,160.5
2004-09-01,137.75,146.6,159,162.25,163.4,141.75,138.75,149.4,160.5,163.25
2004-10-01,146.6,159,162.25,163.4,141.75,138.75,149.4,160.5,163.25,163.8
2004-11-01,159,162.25,163.4,141.75,138.75,149.4,160.5,163.25,163.8,165.75
2004-12-01,162.25,163.4,141.75,138.75,149.4,160.5,163.25,163.8,165.75,173.2
2005-01-01,163.4,141.75,138.75,149.4,160.5,163.25,163.8,165.75,173.2,179
2005-02-01,141.75,138.75,149.4,160.5,163.25,163.8,165.75,173.2,179,180.75
2005-03-01,138.75,149.4,160.5,163.25,163.8,165.75,173.2,179,180.75,189.75
2005-04-01,149.4,160.5,163.25,163.8,165.75,173.2,179,180.75,189.75,186.8
2005-05-01,160.5,163.25,163.8,165.75,173.2,179,180.75,189.75,186.8,177.25
2005-06-01,163.25,163.8,165.75,173.2,179,180.75,189.75,186.8,177.25,147.75
2005-07-01,163.8,165.75,173.2,179,180.75,189.75,186.8,177.25,147.75,133
2005-08-01,165.75,173.2,179,180.75,189.75,186.8,177.25,147.75,133,137
2005-09-01,173.2,179,180.75,189.75,186.8,177.25,147.75,133,137,133.8
2005-10-01,179,180.75,189.75,186.8,177.25,147.75,133,137,133.8,120.25
2005-11-01,180.75,189.75,186.8,177.25,147.75,133,137,133.8,120.25,113
2005-12-01,189.75,186.8,177.25,147.75,133,137,133.8,120.25,113,106.6
2006-01-01,186.8,177.25,147.75,133,137,133.8,120.25,113,106.6,109.75
2006-02-01,177.25,147.75,133,137,133.8,120.25,113,106.6,109.75,118
2006-03-01,147.75,133,137,133.8,120.25,113,106.6,109.75,118,135.6
2006-04-01,133,137,133.8,120.25,113,106.6,109.75,118,135.6,141.75
2006-05-01,137,133.8,120.25,113,106.6,109.75,118,135.6,141.75,145.25
2006-06-01,133.8,120.25,113,106.6,109.75,118,135.6,141.75,145.25,161.8
2006-07-01,120.25,113,106.6,109.75,118,135.6,141.75,145.25,161.8,143.75
2006-08-01,113,106.6,109.75,118,135.6,141.75,145.25,161.8,143.75,139.5
2006-09-01,106.6,109.75,118,135.6,141.75,145.25,161.8,143.75,139.5,141.6
2006-10-01,109.75,118,135.6,141.75,145.25,161.8,143.75,139.5,141.6,142.25
2006-11-01,118,135.6,141.75,145.25,161.8,143.75,139.5,141.6,142.25,136
2006-12-01,135.6,141.75,145.25,161.8,143.75,139.5,141.6,142.25,136,136.4
2007-01-01,141.75,145.25,161.8,143.75,139.5,141.6,142.25,136,136.4,145.5
2007-02-01,145.25,161.8,143.75,139.5,141.6,142.25,136,136.4,145.5,151.25
2007-03-01,161.8,143.75,139.5,141.6,142.25,136,136.4,145.5,151.25,151.52
2007-04-01,143.75,139.5,141.6,142.25,136,136.4,145.5,151.25,151.52,151.875
2007-05-01,139.5,141.6,142.25,136,136.4,145.5,151.25,151.52,151.875,154.85
2007-06-01,141.6,142.25,136,136.4,145.5,151.25,151.52,151.875,154.85,148.08
2007-07-01,142.25,136,136.4,145.5,151.25,151.52,151.875,154.85,148.08,140.7
2007-08-01,136,136.4,145.5,151.25,151.52,151.875,154.85,148.08,140.7,147.02
2007-09-01,136.4,145.5,151.25,151.52,151.875,154.85,148.08,140.7,147.02,155.325
2007-10-01,145.5,151.25,151.52,151.875,154.85,148.08,140.7,147.02,155.325,153.95
2007-11-01,151.25,151.52,151.875,154.85,148.08,140.7,147.02,155.325,153.95,158.24
2007-12-01,151.52,151.875,154.85,148.08,140.7,147.02,155.325,153.95,158.24,170.075
2008-01-01,151.875,154.85,148.08,140.7,147.02,155.325,153.95,158.24,170.075,174.225
2008-02-01,154.85,148.08,140.7,147.02,155.325,153.95,158.24,170.075,174.225,180.3
2008-03-01,148.08,140.7,147.02,155.325,153.95,158.24,170.075,174.225,180.3,192.9
2008-04-01,140.7,147.02,155.325,153.95,158.24,170.075,174.225,180.3,192.9,195.65
2008-05-01,147.02,155.325,153.95,158.24,170.075,174.225,180.3,192.9,195.65,205.28
2008-06-01,155.325,153.95,158.24,170.075,174.225,180.3,192.9,195.65,205.28,211.65
2008-07-01,153.95,158.24,170.075,174.225,180.3,192.9,195.65,205.28,211.65,214.25
2008-08-01,158.24,170.075,174.225,180.3,192.9,195.65,205.28,211.65,214.25,206.18
2008-09-01,170.075,174.225,180.3,192.9,195.65,205.28,211.65,214.25,206.18,185.25
2008-10-01,174.225,180.3,192.9,195.65,205.28,211.65,214.25,206.18,185.25,139.36
2008-11-01,180.3,192.9,195.65,205.28,211.65,214.25,206.18,185.25,139.36,121.825
2008-12-01,192.9,195.65,205.28,211.65,214.25,206.18,185.25,139.36,121.825,131.075
2009-01-01,195.65,205.28,211.65,214.25,206.18,185.25,139.36,121.825,131.075,143.64
2009-02-01,205.28,211.65,214.25,206.18,185.25,139.36,121.825,131.075,143.64,136.925
2009-03-01,211.65,214.25,206.18,185.25,139.36,121.825,131.075,143.64,136.925,125.075
2009-04-01,214.25,206.18,185.25,139.36,121.825,131.075,143.64,136.925,125.075,118.575
2009-05-01,206.18,185.25,139.36,121.825,131.075,143.64,136.925,125.075,118.575,123.64
2009-06-01,185.25,139.36,121.825,131.075,143.64,136.925,125.075,118.575,123.64,130.4
2009-07-01,139.36,121.825,131.075,143.64,136.925,125.075,118.575,123.64,130.4,139.64
2009-08-01,121.825,131.075,143.64,136.925,125.075,118.575,123.64,130.4,139.64,144.05
2009-09-01,131.075,143.64,136.925,125.075,118.575,123.64,130.4,139.64,144.05,130.9
2009-10-01,143.64,136.925,125.075,118.575,123.64,130.4,139.64,144.05,130.9,126.84
2009-11-01,136.925,125.075,118.575,123.64,130.4,139.64,144.05,130.9,126.84,133.3
2009-12-01,125.075,118.575,123.64,130.4,139.64,144.05,130.9,126.84,133.3,136.95
2010-01-01,118.575,123.64,130.4,139.64,144.05,130.9,126.84,133.3,136.95,140.64
2010-02-01,123.64,130.4,139.64,144.05,130.9,126.84,133.3,136.95,140.64,139.45
2010-03-01,130.4,139.64,144.05,130.9,126.84,133.3,136.95,140.64,139.45,150.1
2010-04-01,139.64,144.05,130.9,126.84,133.3,136.95,140.64,139.45,150.1,163.6
2010-05-01,144.05,130.9,126.84,133.3,136.95,140.64,139.45,150.1,163.6,159.25
2010-06-01,130.9,126.84,133.3,136.95,140.64,139.45,150.1,163.6,159.25,152.825
2010-07-01,126.84,133.3,136.95,140.64,139.45,150.1,163.6,159.25,152.825,146.66
2010-08-01,133.3,136.95,140.64,139.45,150.1,163.6,159.25,152.825,146.66,152.325
2010-09-01,136.95,140.64,139.45,150.1,163.6,159.25,152.825,146.66,152.325,155.7
2010-10-01,140.64,139.45,150.1,163.6,159.25,152.825,146.66,152.325,155.7,154.3
2010-11-01,139.45,150.1,163.6,159.25,152.825,146.66,152.325,155.7,154.3,155.825
2010-12-01,150.1,163.6,159.25,152.825,146.66,152.325,155.7,154.3,155.825,160.06
2011-01-01,163.6,159.25,152.825,146.66,152.325,155.7,154.3,155.825,160.06,168.7
2011-02-01,159.25,152.825,146.66,152.325,155.7,154.3,155.825,160.06,168.7,173.75
2011-03-01,152.825,146.66,152.325,155.7,154.3,155.825,160.06,168.7,173.75,169.45
2011-04-01,146.66,152.325,155.7,154.3,155.825,160.06,168.7,173.75,169.45,173.52
2011-05-01,152.325,155.7,154.3,155.825,160.06,168.7,173.75,169.45,173.52,174.575
2011-06-01,155.7,154.3,155.825,160.06,168.7,173.75,169.45,173.52,174.575,171.825
2011-07-01,154.3,155.825,160.06,168.7,173.75,169.45,173.52,174.575,171.825,170.35
2011-08-01,155.825,160.06,168.7,173.75,169.45,173.52,174.575,171.825,170.35,171.79
2011-09-01,160.06,168.7,173.75,169.45,173.52,174.575,171.825,170.35,171.79,169.104
2011-10-01,168.7,173.75,169.45,173.52,174.575,171.825,170.35,171.79,169.104,156.3225
2011-11-01,173.75,169.45,173.52,174.575,171.825,170.35,171.79,169.104,156.3225,150.525
2011-12-01,169.45,173.52,174.575,171.825,170.35,171.79,169.104,156.3225,150.525,150.474
2012-01-01,173.52,174.575,171.825,170.35,171.79,169.104,156.3225,150.525,150.474,149.855
2012-02-01,174.575,171.825,170.35,171.79,169.104,156.3225,150.525,150.474,149.855,150.5175
2012-03-01,171.825,170.35,171.79,169.104,156.3225,150.525,150.474,149.855,150.5175,153.766
2012-04-01,170.35,171.79,169.104,156.3225,150.525,150.474,149.855,150.5175,153.766,155.3475
2012-05-01,171.79,169.104,156.3225,150.525,150.474,149.855,150.5175,153.766,155.3475,151.495
2012-06-01,169.104,156.3225,150.525,150.474,149.855,150.5175,153.766,155.3475,151.495,147.998
2012-07-01,156.3225,150.525,150.474,149.855,150.5175,153.766,155.3475,151.495,147.998,139.245
2012-08-01,150.525,150.474,149.855,150.5175,153.766,155.3475,151.495,147.998,139.245,127.3
2012-09-01,150.474,149.855,150.5175,153.766,155.3475,151.495,147.998,139.245,127.3,123.7725
2012-10-01,149.855,150.5175,153.766,155.3475,151.495,147.998,139.245,127.3,123.7725,131.71
2012-11-01,150.5175,153.766,155.3475,151.495,147.998,139.245,127.3,123.7725,131.71,137.194
2012-12-01,153.766,155.3475,151.495,147.998,139.245,127.3,123.7725,131.71,137.194,138.9525
2013-01-01,155.3475,151.495,147.998,139.245,127.3,123.7725,131.71,137.194,138.9525,144.26
2013-02-01,151.495,147.998,139.245,127.3,123.7725,131.71,137.194,138.9525,144.26,147.3475
2013-03-01,147.998,139.245,127.3,123.7725,131.71,137.194,138.9525,144.26,147.3475,140.6
2013-04-01,139.245,127.3,123.7725,131.71,137.194,138.9525,144.26,147.3475,140.6,135.16
2013-05-01,127.3,123.7725,131.71,137.194,138.9525,144.26,147.3475,140.6,135.16,127.84
2013-06-01,123.7725,131.71,137.194,138.9525,144.26,147.3475,140.6,135.16,127.84,123.855
2013-07-01,131.71,137.194,138.9525,144.26,147.3475,140.6,135.16,127.84,123.855,127.82
2013-08-01,137.194,138.9525,144.26,147.3475,140.6,135.16,127.84,123.855,127.82,129.948
2013-09-01,138.9525,144.26,147.3475,140.6,135.16,127.84,123.855,127.82,129.948,128.4125
2013-10-01,144.26,147.3475,140.6,135.16,127.84,123.855,127.82,129.948,128.4125,126.24
2013-11-01,147.3475,140.6,135.16,127.84,123.855,127.82,129.948,128.4125,126.24,124.49
2013-12-01,140.6,135.16,127.84,123.855,127.82,129.948,128.4125,126.24,124.49,124.16
2014-01-01,135.16,127.84,123.855,127.82,129.948,128.4125,126.24,124.49,124.16,123.402
2014-02-01,127.84,123.855,127.82,129.948,128.4125,126.24,124.49,124.16,123.402,122.065
2014-03-01,123.855,127.82,129.948,128.4125,126.24,124.49,124.16,123.402,122.065,119.465
2014-04-01,127.82,129.948,128.4125,126.24,124.49,124.16,123.402,122.065,119.465,122.6525
2014-05-01,129.948,128.4125,126.24,124.49,124.16,123.402,122.065,119.465,122.6525,122
2014-06-01,128.4125,126.24,124.49,124.16,123.402,122.065,119.465,122.6525,122,121.4575
2014-07-01,126.24,124.49,124.16,123.402,122.065,119.465,122.6525,122,121.4575,120.445
2014-08-01,124.49,124.16,123.402,122.065,119.465,122.6525,122,121.4575,120.445,119.09
2014-09-01,124.16,123.402,122.065,119.465,122.6525,122,121.4575,120.445,119.09,111.775
2014-10-01,123.402,122.065,119.465,122.6525,122,121.4575,120.445,119.09,111.775,109.12
2014-11-01,122.065,119.465,122.6525,122,121.4575,120.445,119.09,111.775,109.12,108.6275
2014-12-01,119.465,122.6525,122,121.4575,120.445,119.09,111.775,109.12,108.6275,109.4825
2015-01-01,122.6525,122,121.4575,120.445,119.09,111.775,109.12,108.6275,109.4825,102.16
2015-02-01,122,121.4575,120.445,119.09,111.775,109.12,108.6275,109.4825,102.16,93.905
2015-03-01,121.4575,120.445,119.09,111.775,109.12,108.6275,109.4825,102.16,93.905,91.775
2015-04-01,120.445,119.09,111.775,109.12,108.6275,109.4825,102.16,93.905,91.775,89.8775
2015-05-01,119.09,111.775,109.12,108.6275,109.4825,102.16,93.905,91.775,89.8775,89.123
2015-06-01,111.775,109.12,108.6275,109.4825,102.16,93.905,91.775,89.8775,89.123,84.53
2015-07-01,109.12,108.6275,109.4825,102.16,93.905,91.775,89.8775,89.123,84.53,75.672
2015-08-01,108.6275,109.4825,102.16,93.905,91.775,89.8775,89.123,84.53,75.672,76.3625
2015-09-01,109.4825,102.16,93.905,91.775,89.8775,89.123,84.53,75.672,76.3625,73.7925
2015-10-01,102.16,93.905,91.775,89.8775,89.123,84.53,75.672,76.3625,73.7925,71.232
2015-11-01,93.905,91.775,89.8775,89.123,84.53,75.672,76.3625,73.7925,71.232,67.475
2015-12-01,91.775,89.8775,89.123,84.53,75.672,76.3625,73.7925,71.232,67.475,67.565
2016-01-01,89.8775,89.123,84.53,75.672,76.3625,73.7925,71.232,67.475,67.565,71.903
2016-02-01,89.123,84.53,75.672,76.3625,73.7925,71.232,67.475,67.565,71.903,73.6025
2016-03-01,84.53,75.672,76.3625,73.7925,71.232,67.475,67.565,71.903,73.6025,86.26
2016-04-01,75.672,76.3625,73.7925,71.232,67.475,67.565,71.903,73.6025,86.26,103.498
2016-05-01,76.3625,73.7925,71.232,67.475,67.565,71.903,73.6025,86.26,103.498,97.4725
2016-06-01,73.7925,71.232,67.475,67.565,71.903,73.6025,86.26,103.498,97.4725,91.5175
2016-07-01,71.232,67.475,67.565,71.903,73.6025,86.26,103.498,97.4725,91.5175,94.124
2016-08-01,67.475,67.565,71.903,73.6025,86.26,103.498,97.4725,91.5175,94.124,100.1825
2016-09-01,67.565,71.903,73.6025,86.26,103.498,97.4725,91.5175,94.124,100.1825,101.044
2016-10-01,71.903,73.6025,86.26,103.498,97.4725,91.5175,94.124,100.1825,101.044,103.9625
2016-11-01,73.6025,86.26,103.498,97.4725,91.5175,94.124,100.1825,101.044,103.9625,119.295
2016-12-01,86.26,103.498,97.4725,91.5175,94.124,100.1825,101.044,103.9625,119.295,135.558
2017-01-01,103.498,97.4725,91.5175,94.124,100.1825,101.044,103.9625,119.295,135.558,135.3225
2017-02-01,97.4725,91.5175,94.124,100.1825,101.044,103.9625,119.295,135.558,135.3225,136.62
2017-03-01,91.5175,94.124,100.1825,101.044,103.9625,119.295,135.558,135.3225,136.62,131.686
2017-04-01,94.124,100.1825,101.044,103.9625,119.295,135.558,135.3225,136.62,131.686,114.2425
2017-05-01,100.1825,101.044,103.9625,119.295,135.558,135.3225,136.62,131.686,114.2425,114.2175
2017-06-01,101.044,103.9625,119.295,135.558,135.3225,136.62,131.686,114.2425,114.2175,122.164
2017-07-01,103.9625,119.295,135.558,135.3225,136.62,131.686,114.2425,114.2175,122.164,133.8875
2017-08-01,119.295,135.558,135.3225,136.62,131.686,114.2425,114.2175,122.164,133.8875,146.0925
2017-09-01,135.558,135.3225,136.62,131.686,114.2425,114.2175,122.164,133.8875,146.0925,150.142
2017-10-01,135.3225,136.62,131.686,114.2425,114.2175,122.164,133.8875,146.0925,150.142,148.9525
2017-11-01,136.62,131.686,114.2425,114.2175,122.164,133.8875,146.0925,150.142,148.9525,148.605
2017-12-01,131.686,114.2425,114.2175,122.164,133.8875,146.0925,150.142,148.9525,148.605,155.566
2018-01-01,114.2425,114.2175,122.164,133.8875,146.0925,150.142,148.9525,148.605,155.566,148.7825
2018-02-01,114.2175,122.164,133.8875,146.0925,150.142,148.9525,148.605,155.566,148.7825,147.6025
2018-03-01,122.164,133.8875,146.0925,150.142,148.9525,148.605,155.566,148.7825,147.6025,143.68
2018-04-01,133.8875,146.0925,150.142,148.9525,148.605,155.566,148.7825,147.6025,143.68,143.665
2018-05-01,146.0925,150.142,148.9525,148.605,155.566,148.7825,147.6025,143.68,143.665,150.25
2018-06-01,150.142,148.9525,148.605,155.566,148.7825,147.6025,143.68,143.665,150.25,153.226
2018-07-01,148.9525,148.605,155.566,148.7825,147.6025,143.68,143.665,150.25,153.226,151.555
2018-08-01,148.605,155.566,148.7825,147.6025,143.68,143.665,150.25,153.226,151.555,154.864
2018-09-01,155.566,148.7825,147.6025,143.68,143.665,150.25,153.226,151.555,154.864,154.54
2018-10-01,148.7825,147.6025,143.68,143.665,150.25,153.226,151.555,154.864,154.54,151.285
2018-11-01,147.6025,143.68,143.665,150.25,153.226,151.555,154.864,154.54,151.285,139.458
2018-12-01,143.68,143.665,150.25,153.226,151.555,154.864,154.54,151.285,139.458,134.95
2019-01-01,143.665,150.25,153.226,151.555,154.864,154.54,151.285,139.458,134.95,133.5125
2019-02-01,150.25,153.226,151.555,154.864,154.54,151.285,139.458,134.95,133.5125,135.23
2019-03-01,153.226,151.555,154.864,154.54,151.285,139.458,134.95,133.5125,135.23,138.36
2019-04-01,151.555,154.864,154.54,151.285,139.458,134.95,133.5125,135.23,138.36,142.24
2019-05-01,154.864,154.54,151.285,139.458,134.95,133.5125,135.23,138.36,142.24,143.041
2019-06-01,154.54,151.285,139.458,134.95,133.5125,135.23,138.36,142.24,143.041,138.635
2019-07-01,151.285,139.458,134.95,133.5125,135.23,138.36,142.24,143.041,138.635,138.9675
2019-08-01,139.458,134.95,133.5125,135.23,138.36,142.24,143.041,138.635,138.9675,134.154
2019-09-01,134.95,133.5125,135.23,138.36,142.24,143.041,138.635,138.9675,134.154,132.09
2019-10-01,133.5125,135.23,138.36,142.24,143.041,138.635,138.9675,134.154,132.09,129.8225
2019-11-01,135.23,138.36,142.24,143.041,138.635,138.9675,134.154,132.09,129.8225,131.684
2019-12-01,138.36,142.24,143.041,138.635,138.9675,134.154,132.09,129.8225,131.684,137.87
2020-01-01,142.24,143.041,138.635,138.9675,134.154,132.09,129.8225,131.684,137.87,137.582
2020-02-01,143.041,138.635,138.9675,134.154,132.09,129.8225,131.684,137.87,137.582,126.7275
2020-03-01,138.635,138.9675,134.154,132.09,129.8225,131.684,137.87,137.582,126.7275,124.3225
