,spi-1,spi-1,spi-1,spi-1,spi-1,spi-1,spi-1,spi-1,spi-1,spi-1
2003-05-01,87,87.75,88.75,93.8,100,102.4,106.75,107.25,106.5,108.4
2003-06-01,87.75,88.75,93.8,100,102.4,106.75,107.25,106.5,108.4,117.25
2003-07-01,88.75,93.8,100,102.4,106.75,107.25,106.5,108.4,117.25,130
2003-08-01,93.8,100,102.4,106.75,107.25,106.5,108.4,117.25,130,123.6
2003-09-01,100,102.4,106.75,107.25,106.5,108.4,117.25,130,123.6,118.25
2003-10-01,102.4,106.75,107.25,106.5,108.4,117.25,130,123.6,118.25,123.4
2003-11-01,106.75,107.25,106.5,108.4,117.25,130,123.6,118.25,123.4,135.25
2003-12-01,107.25,106.5,108.4,117.25,130,123.6,118.25,123.4,135.25,150.5
2004-01-01,106.5,108.4,117.25,130,123.6,118.25,123.4,135.25,150.5,156.2
2004-02-01,108.4,117.25,130,123.6,118.25,123.4,135.25,150.5,156.2,161.75
2004-03-01,117.25,130,123.6,118.25,123.4,135.25,150.5,156.2,161.75,158.25
2004-04-01,130,123.6,118.25,123.4,135.25,150.5,156.2,161.75,158.25,141
2004-05-01,123.6,118.25,123.4,135.25,150.5,156.2,161.75,158.25,141,115.75
2004-06-01,118.25,123.4,135.25,150.5,156.2,161.75,158.25,141,115.75,127.75
2004-07-01,123.4,135.25,150.5,156.2,161.75,158.25,141,115.75,127.75,135.4
2004-08-01,135.25,150.5,156.2,161.75,158.25,141,115.75,127.75,135.4,141.5
2004-09-01,150.5,156.2,161.75,158.25,141,115.75,127.75,135.4,141.5,140.5
2004-10-01,156.2,161.75,158.25,141,115.75,127.75,135.4,141.5,140.5,139.8
2004-11-01,161.75,158.25,141,115.75,127.75,135.4,141.5,140.5,139.8,140.75
2004-12-01,158.25,141,115.75,127.75,135.4,141.5,140.5,139.8,140.75,138.8
2005-01-01,141,115.75,127.75,135.4,141.5,140.5,139.8,140.75,138.8,143.25
2005-02-01,115.75,127.75,135.4,141.5,140.5,139.8,140.75,138.8,143.25,143.5
2005-03-01,127.75,135.4,141.5,140.5,139.8,140.75,138.8,143.25,143.5,151
2005-04-01,135.4,141.5,140.5,139.8,140.75,138.8,143.25,143.5,151,142.6
2005-05-01,141.5,140.5,139.8,140.75,138.8,143.25,143.5,151,142.6,135.25
2005-06-01,140.5,139.8,140.75,138.8,143.25,143.5,151,142.6,135.25,123.25
2005-07-01,139.8,140.75,138.8,143.25,143.5,151,142.6,135.25,123.25,130
2005-08-01,140.75,138.8,143.25,143.5,151,142.6,135.25,123.25,130,133.75
2005-09-01,138.8,143.25,143.5,151,142.6,135.25,123.25,130,133.75,128
2005-10-01,143.25,143.5,151,142.6,135.25,123.25,130,133.75,128,120.75
2005-11-01,143.5,151,142.6,135.25,123.25,130,133.75,128,120.75,120
2005-12-01,151,142.6,135.25,123.25,130,133.75,128,120.75,120,119.8
2006-01-01,142.6,135.25,123.25,130,133.75,128,120.75,120,119.8,116.5
2006-02-01,135.25,123.25,130,133.75,128,120.75,120,119.8,116.5,117.25
2006-03-01,123.25,130,133.75,128,120.75,120,119.8,116.5,117.25,120.6
2006-04-01,130,133.75,128,120.75,120,119.8,116.5,117.25,120.6,124.5
2006-05-01,133.75,128,120.75,120,119.8,116.5,117.25,120.6,124.5,127.25
2006-06-01,128,120.75,120,119.8,116.5,117.25,120.6,124.5,127.25,131.8
2006-07-01,120.75,120,119.8,116.5,117.25,120.6,124.5,127.25,131.8,119.5
2006-08-01,120,119.8,116.5,117.25,120.6,124.5,127.25,131.8,119.5,120.25
2006-09-01,119.8,116.5,117.25,120.6,124.5,127.25,131.8,119.5,120.25,123.2
2006-10-01,116.5,117.25,120.6,124.5,127.25,131.8,119.5,120.25,123.2,122.5
2006-11-01,117.25,120.6,124.5,127.25,131.8,119.5,120.25,123.2,122.5,122.5
2006-12-01,120.6,124.5,127.25,131.8,119.5,120.25,123.2,122.5,122.5,122.8
2007-01-01,124.5,127.25,131.8,119.5,120.25,123.2,122.5,122.5,122.8,128
2007-02-01,127.25,131.8,119.5,120.25,123.2,122.5,122.5,122.8,128,132
2007-03-01,131.8,119.5,120.25,123.2,122.5,122.5,122.8,128,132,132.48
2007-04-01,119.5,120.25,123.2,122.5,122.5,122.8,128,132,132.48,134.85
2007-05-01,120.25,123.2,122.5,122.5,122.8,128,132,132.48,134.85,143.225
2007-06-01,123.2,122.5,122.5,122.8,128,132,132.48,134.85,143.225,137.82
2007-07-01,122.5,122.5,122.8,128,132,132.48,134.85,143.225,137.82,140.825
2007-08-01,122.5,122.8,128,132,132.48,134.85,143.225,137.82,140.825,151.38
2007-09-01,122.8,128,132,132.48,134.85,143.225,137.82,140.825,151.38,159.875
2007-10-01,128,132,132.48,134.85,143.225,137.82,140.825,151.38,159.875,160.5
2007-11-01,132,132.48,134.85,143.225,137.82,140.825,151.38,159.875,160.5,170.74
2007-12-01,132.48,134.85,143.225,137.82,140.825,151.38,159.875,160.5,170.74,183.1
2008-01-01,134.85,143.225,137.82,140.825,151.38,159.875,160.5,170.74,183.1,178.7
2008-02-01,143.225,137.82,140.825,151.38,159.875,160.5,170.74,183.1,178.7,185.44
2008-03-01,137.82,140.825,151.38,159.875,160.5,170.74,183.1,178.7,185.44,199.175
2008-04-01,140.825,151.38,159.875,160.5,170.74,183.1,178.7,185.44,199.175,206.9
2008-05-01,151.38,159.875,160.5,170.74,183.1,178.7,185.44,199.175,206.9,222.68
2008-06-01,159.875,160.5,170.74,183.1,178.7,185.44,199.175,206.9,222.68,220.825
2008-07-01,160.5,170.74,183.1,178.7,185.44,199.175,206.9,222.68,220.825,218.65
2008-08-01,170.74,183.1,178.7,185.44,199.175,206.9,222.68,220.825,218.65,209.42
2008-09-01,183.1,178.7,185.44,199.175,206.9,222.68,220.825,218.65,209.42,196.675
2008-10-01,178.7,185.44,199.175,206.9,222.68,220.825,218.65,209.42,196.675,155.52
2008-11-01,185.44,199.175,206.9,222.68,220.825,218.65,209.42,196.675,155.52,143.3
2008-12-01,199.175,206.9,222.68,220.825,218.65,209.42,196.675,155.52,143.3,146.5
2009-01-01,206.9,222.68,220.825,218.65,209.42,196.675,155.52,143.3,146.5,150.64
2009-02-01,222.68,220.825,218.65,209.42,196.675,155.52,143.3,146.5,150.64,149.3
2009-03-01,220.825,218.65,209.42,196.675,155.52,143.3,146.5,150.64,149.3,134.275
2009-04-01,218.65,209.42,196.675,155.52,143.3,146.5,150.64,149.3,134.275,133.45
2009-05-01,209.42,196.675,155.52,143.3,146.5,150.64,149.3,134.275,133.45,140.36
2009-06-01,196.675,155.52,143.3,146.5,150.64,149.3,134.275,133.45,140.36,147.625
2009-07-01,155.52,143.3,146.5,150.64,149.3,134.275,133.45,140.36,147.625,160.52
2009-08-01,143.3,146.5,150.64,149.3,134.275,133.45,140.36,147.625,160.52,164.775
2009-09-01,146.5,150.64,149.3,134.275,133.45,140.36,147.625,160.52,164.775,144.175
2009-10-01,150.64,149.3,134.275,133.45,140.36,147.625,160.52,164.775,144.175,141.76
2009-11-01,149.3,134.275,133.45,140.36,147.625,160.52,164.775,144.175,141.76,146.625
2009-12-01,134.275,133.45,140.36,147.625,160.52,164.775,144.175,141.76,146.625,148.525
2010-01-01,133.45,140.36,147.625,160.52,164.775,144.175,141.76,146.625,148.525,153.24
2010-02-01,140.36,147.625,160.52,164.775,144.175,141.76,146.625,148.525,153.24,151.125
2010-03-01,147.625,160.52,164.775,144.175,141.76,146.625,148.525,153.24,151.125,160.6
2010-04-01,160.52,164.775,144.175,141.76,146.625,148.525,153.24,151.125,160.6,177.84
2010-05-01,164.775,144.175,141.76,146.625,148.525,153.24,151.125,160.6,177.84,168.2
2010-06-01,144.175,141.76,146.625,148.525,153.24,151.125,160.6,177.84,168.2,159.05
2010-07-01,141.76,146.625,148.525,153.24,151.125,160.6,177.84,168.2,159.05,155.32
2010-08-01,146.625,148.525,153.24,151.125,160.6,177.84,168.2,159.05,155.32,163.975
2010-09-01,148.525,153.24,151.125,160.6,177.84,168.2,159.05,155.32,163.975,171.3
2010-10-01,153.24,151.125,160.6,177.84,168.2,159.05,155.32,163.975,171.3,170.08
2010-11-01,151.125,160.6,177.84,168.2,159.05,155.32,163.975,171.3,170.08,180.45
2010-12-01,160.6,177.84,168.2,159.05,155.32,163.975,171.3,170.08,180.45,186.14
2011-01-01,177.84,168.2,159.05,155.32,163.975,171.3,170.08,180.45,186.14,190.2
2011-02-01,168.2,159.05,155.32,163.975,171.3,170.08,180.45,186.14,190.2,195.275
2011-03-01,159.05,155.32,163.975,171.3,170.08,180.45,186.14,190.2,195.275,188.675
2011-04-01,155.32,163.975,171.3,170.08,180.45,186.14,190.2,195.275,188.675,193.48
2011-05-01,163.975,171.3,170.08,180.45,186.14,190.2,195.275,188.675,193.48,199.425
2011-06-01,171.3,170.08,180.45,186.14,190.2,195.275,188.675,193.48,199.425,199.525
2011-07-01,170.08,180.45,186.14,190.2,195.275,188.675,193.48,199.425,199.525,197.5
2011-08-01,180.45,186.14,190.2,195.275,188.675,193.48,199.425,199.525,197.5,199.95
2011-09-01,186.14,190.2,195.275,188.675,193.48,199.425,199.525,197.5,199.95,194.598
2011-10-01,190.2,195.275,188.675,193.48,199.425,199.525,197.5,199.95,194.598,178.96
2011-11-01,195.275,188.675,193.48,199.425,199.525,197.5,199.95,194.598,178.96,175.305
2011-12-01,188.675,193.48,199.425,199.525,197.5,199.95,194.598,178.96,175.305,174.038
2012-01-01,193.48,199.425,199.525,197.5,199.95,194.598,178.96,175.305,174.038,170.2
2012-02-01,199.425,199.525,197.5,199.95,194.598,178.96,175.305,174.038,170.2,168.4575
2012-03-01,199.525,197.5,199.95,194.598,178.96,175.305,174.038,170.2,168.4575,172.662
2012-04-01,197.5,199.95,194.598,178.96,175.305,174.038,170.2,168.4575,172.662,173.88
2012-05-01,199.95,194.598,178.96,175.305,174.038,170.2,168.4575,172.662,173.88,168.04
2012-06-01,194.598,178.96,175.305,174.038,170.2,168.4575,172.662,173.88,168.04,164.624
2012-07-01,178.96,175.305,174.038,170.2,168.4575,172.662,173.88,168.04,164.624,156.265
2012-08-01,175.305,174.038,170.2,168.4575,172.662,173.88,168.04,164.624,156.265,146.466
2012-09-01,174.038,170.2,168.4575,172.662,173.88,168.04,164.624,156.265,146.466,144.8525
2012-10-01,170.2,168.4575,172.662,173.88,168.04,164.624,156.265,146.466,144.8525,152.5625
2012-11-01,168.4575,172.662,173.88,168.04,164.624,156.265,146.466,144.8525,152.5625,150.494
2012-12-01,172.662,173.88,168.04,164.624,156.265,146.466,144.8525,152.5625,150.494,145.9175
2013-01-01,173.88,168.04,164.624,156.265,146.466,144.8525,152.5625,150.494,145.9175,149.995
2013-02-01,168.04,164.624,156.265,146.466,144.8525,152.5625,150.494,145.9175,149.995,153.4925
2013-03-01,164.624,156.265,146.466,144.8525,152.5625,150.494,145.9175,149.995,153.4925,149.926
2013-04-01,156.265,146.466,144.8525,152.5625,150.494,145.9175,149.995,153.4925,149.926,146.1475
2013-05-01,146.466,144.8525,152.5625,150.494,145.9175,149.995,153.4925,149.926,146.1475,141.962
2013-06-01,144.8525,152.5625,150.494,145.9175,149.995,153.4925,149.926,146.1475,141.962,135.38
2013-07-01,152.5625,150.494,145.9175,149.995,153.4925,149.926,146.1475,141.962,135.38,139.26
2013-08-01,150.494,145.9175,149.995,153.4925,149.926,146.1475,141.962,135.38,139.26,142.776
2013-09-01,145.9175,149.995,153.4925,149.926,146.1475,141.962,135.38,139.26,142.776,140.84
2013-10-01,149.995,153.4925,149.926,146.1475,141.962,135.38,139.26,142.776,140.84,139.0425
2013-11-01,153.4925,149.926,146.1475,141.962,135.38,139.26,142.776,140.84,139.0425,141.034
2013-12-01,149.926,146.1475,141.962,135.38,139.26,142.776,140.84,139.0425,141.034,140.9675
2014-01-01,146.1475,141.962,135.38,139.26,142.776,140.84,139.0425,141.034,140.9675,136.104
2014-02-01,141.962,135.38,139.26,142.776,140.84,139.0425,141.034,140.9675,136.104,133.2625
2014-03-01,135.38,139.26,142.776,140.84,139.0425,141.034,140.9675,136.104,133.2625,130.5575
2014-04-01,139.26,142.776,140.84,139.0425,141.034,140.9675,136.104,133.2625,130.5575,133.17
2014-05-01,142.776,140.84,139.0425,141.034,140.9675,136.104,133.2625,130.5575,133.17,129.884
2014-06-01,140.84,139.0425,141.034,140.9675,136.104,133.2625,130.5575,133.17,129.884,126.3675
2014-07-01,139.0425,141.034,140.9675,136.104,133.2625,130.5575,133.17,129.884,126.3675,125.435
2014-08-01,141.034,140.9675,136.104,133.2625,130.5575,133.17,129.884,126.3675,125.435,123.61
2014-09-01,140.9675,136.104,133.2625,130.5575,133.17,129.884,126.3675,125.435,123.61,116.41
2014-10-01,136.104,133.2625,130.5575,133.17,129.884,126.3675,125.435,123.61,116.41,116.306
2014-11-01,133.2625,130.5575,133.17,129.884,126.3675,125.435,123.61,116.41,116.306,117.29
2014-12-01,130.5575,133.17,129.884,126.3675,125.435,123.61,116.41,116.306,117.29,112.1725
2015-01-01,133.17,129.884,126.3675,125.435,123.61,116.41,116.306,117.29,112.1725,104.83
2015-02-01,129.884,126.3675,125.435,123.61,116.41,116.306,117.29,112.1725,104.83,98.5825
2015-03-01,126.3675,125.435,123.61,116.41,116.306,117.29,112.1725,104.83,98.5825,99.5725
2015-04-01,125.435,123.61,116.41,116.306,117.29,112.1725,104.83,98.5825,99.5725,98.5025
2015-05-01,123.61,116.41,116.306,117.29,112.1725,104.83,98.5825,99.5725,98.5025,95.209
2015-06-01,116.41,116.306,117.29,112.1725,104.83,98.5825,99.5725,98.5025,95.209,89.2075
2015-07-01,116.306,117.29,112.1725,104.83,98.5825,99.5725,98.5025,95.209,89.2075,82.952
2015-08-01,117.29,112.1725,104.83,98.5825,99.5725,98.5025,95.209,89.2075,82.952,89.0925
2015-09-01,112.1725,104.83,98.5825,99.5725,98.5025,95.209,89.2075,82.952,89.0925,84.5925
2015-10-01,104.83,98.5825,99.5725,98.5025,95.209,89.2075,82.952,89.0925,84.5925,82.524
2015-11-01,98.5825,99.5725,98.5025,95.209,89.2075,82.952,89.0925,84.5925,82.524,80.1225
2015-12-01,99.5725,98.5025,95.209,89.2075,82.952,89.0925,84.5925,82.524,80.1225,75.175
2016-01-01,98.5025,95.209,89.2075,82.952,89.0925,84.5925,82.524,80.1225,75.175,78.091
2016-02-01,95.209,89.2075,82.952,89.0925,84.5925,82.524,80.1225,75.175,78.091,79.0175
2016-03-01,89.2075,82.952,89.0925,84.5925,82.524,80.1225,75.175,78.091,79.0175,91.56
2016-04-01,82.952,89.0925,84.5925,82.524,80.1225,75.175,78.091,79.0175,91.56,109.696
2016-05-01,89.0925,84.5925,82.524,80.1225,75.175,78.091,79.0175,91.56,109.696,99.785
2016-06-01,84.5925,82.524,80.1225,75.175,78.091,79.0175,91.56,109.696,99.785,89.1275
2016-07-01,82.524,80.1225,75.175,78.091,79.0175,91.56,109.696,99.785,89.1275,97.01
2016-08-01,80.1225,75.175,78.091,79.0175,91.56,109.696,99.785,89.1275,97.01,101.9425
2016-09-01,75.175,78.091,79.0175,91.56,109.696,99.785,89.1275,97.01,101.9425,100.462
2016-10-01,78.091,79.0175,91.56,109.696,99.785,89.1275,97.01,101.9425,100.462,104.18
2016-11-01,79.0175,91.56,109.696,99.785,89.1275,97.01,101.9425,100.462,104.18,119.8375
2016-12-01,91.56,109.696,99.785,89.1275,97.01,101.9425,100.462,104.18,119.8375,133.858
2017-01-01,109.696,99.785,89.1275,97.01,101.9425,100.462,104.18,119.8375,133.858,131.865
2017-02-01,99.785,89.1275,97.01,101.9425,100.462,104.18,119.8375,133.858,131.865,140.425
2017-03-01,89.1275,97.01,101.9425,100.462,104.18,119.8375,133.858,131.865,140.425,152.22
2017-04-01,97.01,101.9425,100.462,104.18,119.8375,133.858,131.865,140.425,152.22,139.945
2017-05-01,101.9425,100.462,104.18,119.8375,133.858,131.865,140.425,152.22,139.945,147.4225
2017-06-01,100.462,104.18,119.8375,133.858,131.865,140.425,152.22,139.945,147.4225,148.952
2017-07-01,104.18,119.8375,133.858,131.865,140.425,152.22,139.945,147.4225,148.952,153.975
2017-08-01,119.8375,133.858,131.865,140.425,152.22,139.945,147.4225,148.952,153.975,164.31
2017-09-01,133.858,131.865,140.425,152.22,139.945,147.4225,148.952,153.975,164.31,164.858
2017-10-01,131.865,140.425,152.22,139.945,147.4225,148.952,153.975,164.31,164.858,161.45
2017-11-01,140.425,152.22,139.945,147.4225,148.952,153.975,164.31,164.858,161.45,166.365
2017-12-01,152.22,139.945,147.4225,148.952,153.975,164.31,164.858,161.45,166.365,186.128
2018-01-01,139.945,147.4225,148.952,153.975,164.31,164.858,161.45,166.365,186.128,163.2575
2018-02-01,147.4225,148.952,153.975,164.31,164.858,161.45,166.365,186.128,163.2575,162.75
2018-03-01,148.952,153.975,164.31,164.858,161.45,166.365,186.128,163.2575,162.75,159.128
2018-04-01,153.975,164.31,164.858,161.45,166.365,186.128,163.2575,162.75,159.128,155.9975
2018-05-01,164.31,164.858,161.45,166.365,186.128,163.2575,162.75,159.128,155.9975,163.5625
2018-06-01,164.858,161.45,166.365,186.128,163.2575,162.75,159.128,155.9975,163.5625,165.35
2018-07-01,161.45,166.365,186.128,163.2575,162.75,159.128,155.9975,163.5625,165.35,166.46
2018-08-01,166.365,186.128,163.2575,162.75,159.128,155.9975,163.5625,165.35,166.46,177.496
2018-09-01,186.128,163.2575,162.75,159.128,155.9975,163.5625,165.35,166.46,177.496,181.8525
2018-10-01,163.2575,162.75,159.128,155.9975,163.5625,165.35,166.46,177.496,181.8525,183.67
2018-11-01,162.75,159.128,155.9975,163.5625,165.35,166.46,177.496,181.8525,183.67,175.328
2018-12-01,159.128,155.9975,163.5625,165.35,166.46,177.496,181.8525,183.67,175.328,158.895
2019-01-01,155.9975,163.5625,165.35,166.46,177.496,181.8525,183.67,175.328,158.895,154.9825
2019-02-01,163.5625,165.35,166.46,177.496,181.8525,183.67,175.328,158.895,154.9825,156.61
2019-03-01,165.35,166.46,177.496,181.8525,183.67,175.328,158.895,154.9825,156.61,159.678
2019-04-01,166.46,177.496,181.8525,183.67,175.328,158.895,154.9825,156.61,159.678,164.8675
2019-05-01,177.496,181.8525,183.67,175.328,158.895,154.9825,156.61,159.678,164.8675,165.58
2019-06-01,181.8525,183.67,175.328,158.895,154.9825,156.61,159.678,164.8675,165.58,159.6925
2019-07-01,183.67,175.328,158.895,154.9825,156.61,159.678,164.8675,165.58,159.6925,159.3875
2019-08-01,175.328,158.895,154.9825,156.61,159.678,164.8675,165.58,159.6925,159.3875,150.52
2019-09-01,158.895,154.9825,156.61,159.678,164.8675,165.58,159.6925,159.3875,150.52,150.15
2019-10-01,154.9825,156.61,159.678,164.8675,165.58,159.6925,159.3875,150.52,150.15,151.025
2019-11-01,156.61,159.678,164.8675,165.58,159.6925,159.3875,150.52,150.15,151.025,158.12
2019-12-01,159.678,164.8675,165.58,159.6925,159.3875,150.52,150.15,151.025,158.12,155.66
2020-01-01,164.8675,165.58,159.6925,159.3875,150.52,150.15,151.025,158.12,155.66,150.288
2020-02-01,165.58,159.6925,159.3875,150.52,150.15,151.025,158.12,155.66,150.288,144.5625
2020-03-01,159.6925,159.3875,150.52,150.15,151.025,158.12,155.66,150.288,144.5625,143.7525
